property_id,price,size_sqft,property_type,year_built,status,location_id,agent_id
7168,75.0,1200,Plot  Area,2009,Ready To Move,102.0,24
7169,75.0,1540,Super built-up  Area,2001,Ready To Move,168.0,55
7170,102.0,1504,Super built-up  Area,2005,Ready To Move,991.0,44
7171,49.8,1116,Super built-up  Area,2006,Ready To Move,519.0,91
7172,175.0,2365,Super built-up  Area,2010,Ready To Move,54.0,31
7173,37.0,1308,Built-up  Area,2005,Ready To Move,68.0,36
7174,45.0,864,Built-up  Area,2020,Ready To Move,117.0,47
7175,139.0,1200,Plot  Area,2010,Ready To Move,245.0,41
7176,38.0,1069,Super built-up  Area,2014,Ready To Move,597.0,13
7177,100.0,1333,Super built-up  Area,2022,Ready To Move,27.0,89
7178,145.0,1800,Super built-up  Area,2018,Ready To Move,573.0,36
7179,550.0,6136,Plot  Area,2010,Ready To Move,44.0,21
7180,107.0,1698,Super built-up  Area,2015,Ready To Move,20.0,7
7181,43.6,1275,Super built-up  Area,2015,18-Jun,180.0,94
7182,48.0,1060,Super built-up  Area,2001,Ready To Move,15.0,80
7183,49.0,1160,Super built-up  Area,2010,Ready To Move,210.0,59
7184,65.0,1484,Super built-up  Area,2020,Ready To Move,34.0,65
7185,70.0,675,Plot  Area,2013,Ready To Move,105.0,74
7186,325.0,1200,Plot  Area,2006,Ready To Move,385.0,48
7187,66.0,1310,Super built-up  Area,2009,Ready To Move,54.0,39
7188,370.0,1806,Plot  Area,2018,Ready To Move,117.0,94
7189,240.0,3000,Super built-up  Area,2019,Ready To Move,993.0,34
7190,165.0,2145,Super built-up  Area,2001,Ready To Move,47.0,95
7191,125.0,1693,Super built-up  Area,2011,Ready To Move,8.0,1
7192,60.0,1230,Super built-up  Area,2014,Ready To Move,164.0,54
7193,145.0,1200,Plot  Area,2001,18-Jan,44.0,98
7194,37.83,1310,Built-up  Area,2006,18-Aug,92.0,40
7195,60.0,1150,Super built-up  Area,2006,Ready To Move,1031.0,5
7196,66.5,1385,Super built-up  Area,2011,18-Apr,184.0,96
7197,52.5,1066,Super built-up  Area,2003,Ready To Move,302.0,12
7198,80.26,2293,Super built-up  Area,2006,19-Dec,20.0,1
7199,81.0,720,Plot  Area,2001,Ready To Move,328.0,87
7200,92.0,1625,Carpet  Area,2000,Ready To Move,1032.0,54
7201,67.4,1246,Super built-up  Area,2019,Ready To Move,238.0,33
7202,252.0,2100,Plot  Area,2002,Ready To Move,117.0,69
7203,250.0,2400,Super built-up  Area,2019,Ready To Move,1033.0,38
7204,195.0,3900,Plot  Area,2014,Ready To Move,15.0,52
7205,70.65,1000,Super built-up  Area,2003,Ready To Move,10.0,12
7206,38.0,907,Super built-up  Area,2000,Ready To Move,569.0,6
7207,138.0,3500,Plot  Area,2006,Ready To Move,190.0,5
7208,79.0,1395,Super built-up  Area,2009,Ready To Move,47.0,77
7209,50.0,1180,Super built-up  Area,2003,Ready To Move,523.0,60
7210,140.0,1903,Plot  Area,2016,Ready To Move,547.0,93
7211,47.0,1175,Super built-up  Area,2001,18-Mar,24.0,52
7212,51.5,1272,Super built-up  Area,2007,Ready To Move,1021.0,40
7213,92.0,1490,Super built-up  Area,2021,Ready To Move,499.0,68
7214,67.0,1144,Super built-up  Area,2005,Ready To Move,71.0,84
7215,140.0,2400,Plot  Area,2022,17-Aug,1034.0,87
7216,53.0,1143,Super built-up  Area,2020,Ready To Move,87.0,30
7217,190.0,2500,Plot  Area,2022,Ready To Move,485.0,27
7218,75.0,1216,Super built-up  Area,2018,18-Dec,5.0,70
7219,60.0,1044,Super built-up  Area,2014,17-Jun,563.0,54
7220,93.0,1352,Super built-up  Area,2014,Ready To Move,539.0,24
7221,75.0,1552,Super built-up  Area,2015,Ready To Move,54.0,32
7222,120.0,1785,Built-up  Area,2010,Ready To Move,21.0,70
7223,34.5,810,Super built-up  Area,2001,Ready To Move,454.0,67
7224,51.98,1650,Super built-up  Area,2013,18-May,457.0,90
7225,70.39,1595,Super built-up  Area,2016,Ready To Move,526.0,28
7226,35.0,1060,Super built-up  Area,2014,Ready To Move,5.0,9
7227,65.0,1410,Super built-up  Area,2019,Ready To Move,399.0,65
7228,56.0,1523,Super built-up  Area,2020,Ready To Move,76.0,83
7229,122.0,1591,Super built-up  Area,2014,19-Jan,29.0,74
7230,84.0,1640,Super built-up  Area,2021,Ready To Move,148.0,70
7231,16.0,450,Built-up  Area,2022,Ready To Move,355.0,3
7232,60.0,1305,Super built-up  Area,2009,Ready To Move,209.0,90
7233,54.0,1590,Super built-up  Area,2020,Ready To Move,26.0,69
7234,45.0,1240,Built-up  Area,2003,Ready To Move,168.0,94
7235,54.0,1200,Super built-up  Area,2005,Ready To Move,156.0,0
7236,41.16,1100,Super built-up  Area,2013,Ready To Move,221.0,76
7237,128.0,1180,Super built-up  Area,2020,Ready To Move,136.0,57
7238,50.0,1115,Super built-up  Area,2017,Ready To Move,34.0,48
7239,33.0,845,Super built-up  Area,2002,Ready To Move,14.0,87
7240,190.0,1567.2,Super built-up  Area,2003,Ready To Move,800.0,93
7241,45.0,1310,Super built-up  Area,2004,Ready To Move,417.0,96
7242,150.0,26136,Plot  Area,2012,Ready To Move,26.0,63
7243,42.5,959,Built-up  Area,2010,Ready To Move,729.0,54
7244,140.0,1200,Built-up  Area,2002,Ready To Move,91.0,82
7245,37.0,883,Super built-up  Area,2002,Ready To Move,264.0,0
7246,55.5,1050,Super built-up  Area,2013,Ready To Move,358.0,20
7247,70.21,1390,Super built-up  Area,2012,21-Mar,26.0,43
7248,46.0,132Sq. Yards,Built-up  Area,2020,Ready To Move,102.0,52
7249,69.0,1280,Super built-up  Area,2018,Ready To Move,254.0,23
7250,150.0,1280,Plot  Area,2021,Ready To Move,565.0,2
7251,95.0,1614,Super built-up  Area,2005,Ready To Move,26.0,36
7252,58.0,1000,Super built-up  Area,2002,Ready To Move,28.0,15
7253,57.9,1196,Super built-up  Area,2007,18-Apr,8.0,41
7254,57.0,1220,Super built-up  Area,2009,Ready To Move,34.0,29
7255,31.95,950,Super built-up  Area,2001,19-Apr,230.0,71
7256,325.0,2400,Super built-up  Area,2014,Ready To Move,583.0,14
7257,55.0,1141,Super built-up  Area,2004,Ready To Move,186.0,34
7258,51.0,1200,Super built-up  Area,2005,Ready To Move,211.0,2
7259,55.0,1380,Super built-up  Area,2016,Ready To Move,64.0,6
7260,32.0,855,Super built-up  Area,2019,Ready To Move,37.0,4
7261,16.45,645,Super built-up  Area,2007,18-Sep,72.0,18
7262,36.0,922,Super built-up  Area,2010,Ready To Move,72.0,16
7263,43.2,1200,Built-up  Area,2006,Ready To Move,400.0,3
7264,65.0,1240,Super built-up  Area,2003,Ready To Move,769.0,24
7265,42.0,1070,Super built-up  Area,2008,18-Aug,10.0,85
7266,75.0,1293,Super built-up  Area,2010,Ready To Move,667.0,67
7267,50.0,1380,Built-up  Area,2009,Ready To Move,301.0,70
7268,80.0,1599,Super built-up  Area,2016,Ready To Move,355.0,71
7269,41.1,967,Super built-up  Area,2002,Ready To Move,290.0,48
7270,90.0,1885,Super built-up  Area,2020,Ready To Move,169.0,71
7271,65.5,860,Built-up  Area,2022,Ready To Move,596.0,52
7272,19.5,1075,Plot  Area,2003,Ready To Move,26.0,45
7273,63.5,1050,Super built-up  Area,2005,Ready To Move,34.0,94
7274,88.0,1595,Super built-up  Area,2017,Ready To Move,8.0,43
7275,102.0,1350,Super built-up  Area,2019,Ready To Move,34.0,5
7276,45.0,1204,Built-up  Area,2006,Ready To Move,27.0,25
7277,240.0,2990,Super built-up  Area,2009,Ready To Move,34.0,51
7278,49.0,1035,Super built-up  Area,2013,Ready To Move,34.0,65
7279,29.95,1000,Super built-up  Area,2016,18-Dec,391.0,41
7280,85.0,1457,Super built-up  Area,2003,Ready To Move,34.0,83
7281,47.0,1194,Super built-up  Area,2022,Ready To Move,53.0,15
7282,66.0,1100,Super built-up  Area,2016,21-Dec,492.0,94
7283,120.0,1655,Super built-up  Area,2009,18-Mar,5.0,36
7284,115.0,1691.2,Super built-up  Area,2021,Ready To Move,29.0,55
7285,46.1,1215,Super built-up  Area,2010,18-Jun,25.0,53
7286,50.125,1010 - 1300,Super built-up  Area,2006,Ready To Move,29.0,48
7287,129.0,1639,Super built-up  Area,2019,22-Jun,231.0,35
7288,135.0,1685,Super built-up  Area,2005,18-Apr,34.0,72
7289,180.0,1008,Built-up  Area,2009,Ready To Move,609.0,17
7290,38.0,1100,Super built-up  Area,2006,Ready To Move,87.0,93
7291,125.0,2122,Super built-up  Area,2003,19-Sep,8.0,10
7292,47.0,1050,Super built-up  Area,2021,Ready To Move,303.0,38
7293,45.0,1230,Built-up  Area,2016,Ready To Move,18.0,30
7294,60.0,1240,Super built-up  Area,2011,Ready To Move,211.0,84
7295,65.0,1252,Built-up  Area,2011,16-Oct,0.0,84
7296,88.0,1374,Super built-up  Area,2005,Ready To Move,803.0,75
7297,30.0,500,Super built-up  Area,2000,18-Jul,91.0,95
7298,225.0,1200,Plot  Area,2021,Ready To Move,275.0,33
7299,83.87,1355,Super built-up  Area,2020,18-Dec,27.0,14
7300,45.0,1040,Super built-up  Area,2020,Ready To Move,282.0,6
7301,68.0,1350,Super built-up  Area,2021,Ready To Move,34.0,51
7302,300.0,4003,Super built-up  Area,2010,18-Apr,5.0,24
7303,135.0,2400,Super built-up  Area,2006,Ready To Move,210.0,86
7304,90.0,1560,Super built-up  Area,2018,Ready To Move,53.0,4
7305,43.16,1151,Super built-up  Area,2013,17-Jul,94.0,54
7306,47.59,1360,Super built-up  Area,2018,Ready To Move,2.0,80
7307,60.0,1250,Super built-up  Area,2004,Ready To Move,759.0,93
7308,29.97,1110,Super built-up  Area,2001,19-Dec,72.0,35
7309,50.0,1015,Built-up  Area,2016,Ready To Move,54.0,62
7310,78.0,1351,Super built-up  Area,2009,Ready To Move,84.0,75
7311,50.0,960,Super built-up  Area,2011,Ready To Move,355.0,94
7312,52.0,1110,Super built-up  Area,2016,18-May,710.0,5
7313,72.0,1680,Built-up  Area,2020,Ready To Move,301.0,10
7314,180.0,2400,Plot  Area,2018,Ready To Move,275.0,88
7315,2000.0,11000,Plot  Area,2013,18-Apr,600.0,0
7316,48.6,1350,Built-up  Area,2010,18-Mar,1035.0,41
7317,47.0,1254,Super built-up  Area,2012,Ready To Move,377.0,35
7318,115.0,1255,Super built-up  Area,2001,Ready To Move,53.0,66
7319,61.0,1051,Super built-up  Area,2003,Ready To Move,112.0,2
7320,205.0,1200,Plot  Area,2000,Ready To Move,1036.0,55
7321,65.0,1099,Built-up  Area,2007,Ready To Move,2.0,11
7322,199.0,2650,Super built-up  Area,2002,Ready To Move,27.0,47
7323,160.0,2000,Built-up  Area,2002,18-May,553.0,22
7324,130.0,1541,Super built-up  Area,2010,Ready To Move,71.0,49
7325,70.0,1200,Plot  Area,2004,18-May,34.0,55
7326,45.0,1125,Built-up  Area,2012,Ready To Move,5.0,78
7327,85.0,1650,Super built-up  Area,2009,Ready To Move,238.0,81
7328,62.0,834,Super built-up  Area,2013,Ready To Move,286.0,85
7329,60.0,1320,Super built-up  Area,2008,Ready To Move,165.0,27
7330,149.0,1200,Plot  Area,2001,Ready To Move,182.0,16
7331,160.0,1000,Plot  Area,2005,Ready To Move,900.0,85
7332,74.0,1500,Super built-up  Area,2021,19-Apr,13.0,90
7333,500.0,4400,Plot  Area,2016,Ready To Move,5.0,20
7334,125.0,2Acres,Plot  Area,2017,Ready To Move,29.0,99
7335,52.0,600,Plot  Area,2018,Ready To Move,925.0,39
7336,70.0,1180,Super built-up  Area,2010,Ready To Move,5.0,56
7337,50.0,1010,Super built-up  Area,2015,Ready To Move,84.0,54
7338,38.0,1070,Super built-up  Area,2018,Ready To Move,417.0,68
7339,105.0,1580,Super built-up  Area,2003,Ready To Move,425.0,52
7340,325.0,1200,Plot  Area,2013,Ready To Move,1037.0,81
7341,165.0,2000,Super built-up  Area,2020,Ready To Move,372.0,23
7342,130.0,1920,Super built-up  Area,2014,Ready To Move,408.0,50
7343,76.0,1200,Super built-up  Area,2002,Ready To Move,65.0,11
7344,45.0,1040,Built-up  Area,2007,Ready To Move,56.0,12
7345,90.0,1430,Super built-up  Area,2022,Ready To Move,102.0,31
7346,52.85,1215,Super built-up  Area,2017,Ready To Move,2.0,98
7347,70.0,650,Super built-up  Area,2016,Ready To Move,67.0,5
7348,105.0,1564,Super built-up  Area,2005,Ready To Move,20.0,96
7349,52.0,800,Built-up  Area,2014,Ready To Move,1038.0,14
7350,58.0,750,Built-up  Area,2021,Ready To Move,87.0,97
7351,60.0,1200,Super built-up  Area,2016,Ready To Move,64.0,85
7352,48.79,1128,Super built-up  Area,2011,Ready To Move,15.0,30
7353,44.4,1200,Super built-up  Area,2020,Ready To Move,43.0,46
7354,135.0,2000,Super built-up  Area,2006,Ready To Move,57.0,78
7355,260.0,2750,Super built-up  Area,2011,Ready To Move,592.0,58
7356,480.0,2400,Plot  Area,2009,Ready To Move,694.0,12
7357,105.0,1650,Built-up  Area,2021,Ready To Move,26.0,44
7358,148.0,1235,Super built-up  Area,2007,18-Jun,129.0,84
7359,55.0,1200,Built-up  Area,2015,Ready To Move,26.0,51
7360,100.0,900,Super built-up  Area,2015,Ready To Move,1039.0,84
7361,42.0,985,Super built-up  Area,2013,Ready To Move,96.0,6
7362,63.0,1475,Super built-up  Area,2016,18-May,25.0,7
7363,348.0,3450,Super built-up  Area,2012,Ready To Move,27.0,70
7364,53.99,1157,Super built-up  Area,2007,19-Nov,34.0,71
7365,35.0,900,Built-up  Area,2018,Ready To Move,803.0,70
7366,120.0,2500,Plot  Area,2019,Ready To Move,11.0,9
7367,60.0,1030,Built-up  Area,2009,Ready To Move,305.0,81
7368,46.0,1000,Super built-up  Area,2005,18-Apr,1040.0,91
7369,325.0,3800,Built-up  Area,2015,Ready To Move,34.0,53
7370,333.0,4260,Plot  Area,2005,18-May,64.0,10
7371,175.0,1950,Plot  Area,2018,Ready To Move,233.0,65
7372,65.94,1570,Super built-up  Area,2006,Ready To Move,343.0,46
7373,68.0,1283,Super built-up  Area,2002,18-Aug,291.0,70
7374,40.0,875,Built-up  Area,2007,Ready To Move,0.0,8
7375,52.0,1200,Super built-up  Area,2016,Ready To Move,479.0,85
7376,500.0,2700,Plot  Area,2003,Ready To Move,676.0,49
7377,180.0,2400,Plot  Area,2003,Ready To Move,295.0,52
7378,68.75,1250,Super built-up  Area,2021,Ready To Move,352.0,35
7379,196.0,3630,Super built-up  Area,2008,18-Feb,167.0,30
7380,37.62,990,Super built-up  Area,2004,Ready To Move,26.0,26
7381,85.0,1199,Super built-up  Area,2013,Ready To Move,126.0,61
7382,90.0,1280,Super built-up  Area,2009,Ready To Move,735.0,64
7383,413.0,2750,Super built-up  Area,2012,20-May,129.0,37
7384,55.0,1190,Built-up  Area,2008,Ready To Move,905.0,88
7385,60.0,1100,Super built-up  Area,2000,Ready To Move,361.0,5
7386,175.0,2075,Super built-up  Area,2003,Ready To Move,203.0,18
7387,55.0,1133,Built-up  Area,2021,Ready To Move,201.0,25
7388,140.0,2400,Built-up  Area,2021,Ready To Move,192.0,35
7389,69.0,1280,Super built-up  Area,2006,Ready To Move,5.0,4
7390,65.0,1250,Super built-up  Area,2011,Ready To Move,155.0,3
7391,49.3,1565,Super built-up  Area,2010,Ready To Move,43.0,94
7392,65.0,1900,Super built-up  Area,2005,Ready To Move,701.0,9
7393,45.0,1080,Built-up  Area,2000,Ready To Move,184.0,37
7394,47.0,600,Super built-up  Area,2017,Ready To Move,224.0,73
7395,180.0,1240,Plot  Area,2000,Ready To Move,39.0,46
7396,87.0,1335,Built-up  Area,2011,Ready To Move,285.0,82
7397,67.3,1246,Super built-up  Area,2018,Ready To Move,238.0,22
7398,237.5,3103 - 3890,Super built-up  Area,2000,18-Dec,180.0,95
7399,55.0,1385,Super built-up  Area,2005,Ready To Move,34.0,49
7400,73.9,1578,Super built-up  Area,2022,18-Nov,576.0,26
7401,46.0,1140,Super built-up  Area,2009,Ready To Move,36.0,49
7402,79.9,1700,Super built-up  Area,2015,18-Dec,34.0,69
7403,90.0,1050,Plot  Area,2000,Ready To Move,1041.0,60
7404,70.0,1120,Built-up  Area,2020,Ready To Move,245.0,4
7405,22.0,435,Super built-up  Area,2005,Ready To Move,24.0,31
7406,51.89,1116,Super built-up  Area,2011,Ready To Move,134.0,61
7407,95.0,1480,Super built-up  Area,2019,Ready To Move,167.0,85
7408,50.0,1000,Built-up  Area,2013,Ready To Move,87.0,71
7409,46.0,1145,Super built-up  Area,2022,Ready To Move,36.0,42
7410,32.0,800,Super built-up  Area,2020,Ready To Move,197.0,94
7411,83.0,1265,Super built-up  Area,2005,18-Apr,20.0,61
7412,88.2,1450 - 1950,Super built-up  Area,2001,21-Jul,44.0,8
7413,70.0,1475,Super built-up  Area,2001,Ready To Move,1042.0,12
7414,55.0,1265,Super built-up  Area,2018,Ready To Move,587.0,49
7415,58.0,1200,Built-up  Area,2012,Ready To Move,94.0,5
7416,210.0,2180,Super built-up  Area,2010,Ready To Move,378.0,57
7417,50.0,1080,Super built-up  Area,2013,Ready To Move,233.0,1
7418,130.0,2023,Super built-up  Area,2013,Ready To Move,5.0,22
7419,125.0,2400,Super built-up  Area,2007,Ready To Move,760.0,19
7420,66.0,1545,Super built-up  Area,2004,Ready To Move,717.0,20
7421,166.0,1804,Super built-up  Area,2006,Ready To Move,56.0,51
7422,200.0,1200,Plot  Area,2015,Ready To Move,255.0,40
7423,58.0,1350,Super built-up  Area,2006,Ready To Move,189.0,71
7424,74.23,1108,Super built-up  Area,2015,21-Dec,231.0,83
7425,115.0,1730,Super built-up  Area,2015,Ready To Move,8.0,31
7426,70.0,1427,Super built-up  Area,2020,Ready To Move,431.0,30
7427,35.53,935,Super built-up  Area,2003,Ready To Move,26.0,35
7428,31.77,1073,Super built-up  Area,2015,Ready To Move,68.0,81
7429,37.0,960,Built-up  Area,2017,Ready To Move,412.0,65
7430,150.0,2215,Super built-up  Area,2001,Ready To Move,191.0,54
7431,32.49,1125,Built-up  Area,2008,18-Aug,0.0,75
7432,55.0,1230,Built-up  Area,2005,Ready To Move,233.0,60
7433,89.0,1438,Super built-up  Area,2006,Ready To Move,216.0,35
7434,75.0,1080,Super built-up  Area,2012,Ready To Move,10.0,14
7435,125.0,1200,Plot  Area,2022,Ready To Move,116.0,74
7436,103.0,1200,Plot  Area,2003,Ready To Move,8.0,90
7437,58.0,1590,Super built-up  Area,2022,Ready To Move,2.0,37
7438,68.0,1350,Super built-up  Area,2008,Ready To Move,463.0,33
7439,48.0,1400,Super built-up  Area,2015,Ready To Move,15.0,50
7440,72.0,1560,Super built-up  Area,2003,Ready To Move,168.0,71
7441,57.0,1810,Built-up  Area,2001,Ready To Move,178.0,90
7442,160.0,2274.24,Super built-up  Area,2006,Ready To Move,574.0,12
7443,74.18,1484,Super built-up  Area,2008,18-Dec,460.0,2
7444,220.0,1650,Built-up  Area,2013,Ready To Move,312.0,7
7445,55.0,1455,Super built-up  Area,2005,Ready To Move,984.0,25
7446,184.0,2280,Super built-up  Area,2018,Ready To Move,20.0,18
7447,980.0,4900,Super built-up  Area,2020,Ready To Move,1043.0,26
7448,220.0,2079,Built-up  Area,2005,18-Apr,434.0,97
7449,74.0,1351,Super built-up  Area,2022,Ready To Move,642.0,79
7450,42.81,1223,Super built-up  Area,2011,Ready To Move,29.0,73
7451,61.0,1430,Super built-up  Area,2010,18-Jun,38.0,16
7452,400.0,3589,Built-up  Area,2017,Ready To Move,5.0,9
7453,37.83,1310,Super built-up  Area,2002,18-Aug,0.0,82
7454,300.0,1800,Plot  Area,2010,Ready To Move,417.0,15
7455,175.0,1120,Plot  Area,2005,18-May,175.0,79
7456,55.0,984,Super built-up  Area,2001,18-Nov,34.0,49
7457,100.0,1770,Built-up  Area,2010,Ready To Move,215.0,94
7458,105.0,900,Plot  Area,2011,Ready To Move,497.0,54
7459,120.0,1350,Plot  Area,2014,Ready To Move,80.0,29
7460,75.97,1447,Super built-up  Area,2015,18-Jul,41.0,67
7461,60.0,1140,Built-up  Area,2007,Ready To Move,299.0,65
7462,34.0,1170,Super built-up  Area,2021,18-Jul,48.0,97
7463,46.39,1160,Super built-up  Area,2015,Ready To Move,473.0,90
7464,89.0,1296,Super built-up  Area,2011,19-Jul,29.0,17
7465,80.0,1570,Built-up  Area,2016,Ready To Move,401.0,45
7466,65.0,1495,Super built-up  Area,2004,Ready To Move,400.0,46
7467,67.0,1530,Super built-up  Area,2006,Ready To Move,231.0,15
7468,140.0,900,Plot  Area,2005,Ready To Move,7.0,47
7469,70.0,1800,Super built-up  Area,2022,Ready To Move,49.0,12
7470,48.0,1088,Super built-up  Area,2003,Ready To Move,21.0,15
7471,98.18,1533,Super built-up  Area,2018,19-Mar,105.0,60
7472,68.0,1100,Super built-up  Area,2008,Ready To Move,358.0,2
7473,90.0,1540,Built-up  Area,2004,Ready To Move,374.0,65
7474,48.0,1244,Super built-up  Area,2022,Ready To Move,27.0,98
7475,68.59,1040,Super built-up  Area,2017,19-Mar,105.0,16
7476,101.0,1034,Built-up  Area,2013,Ready To Move,1044.0,5
7477,39.69,1260,Super built-up  Area,2012,Ready To Move,43.0,43
7478,41.3,1180,Super built-up  Area,2007,Ready To Move,2.0,63
7479,100.0,1245,Super built-up  Area,2022,Ready To Move,191.0,32
7480,75.0,1350,Super built-up  Area,2020,Ready To Move,636.0,33
7481,56.0,1464,Super built-up  Area,2019,Ready To Move,159.0,82
7482,10.0,470,Super built-up  Area,2022,Ready To Move,386.0,39
7483,60.0,920,Super built-up  Area,2018,Ready To Move,117.0,24
7484,160.0,2300,Built-up  Area,2019,Ready To Move,1045.0,12
7485,30.35,1124,Super built-up  Area,2006,Ready To Move,12.0,8
7486,109.0,2095,Super built-up  Area,2021,19-Sep,355.0,52
7487,71.42,1100,Super built-up  Area,2001,20-Aug,43.0,40
7488,58.0,1019,Super built-up  Area,2004,Ready To Move,117.0,42
7489,128.0,1756,Super built-up  Area,2018,Ready To Move,201.0,59
7490,50.0,1280,Super built-up  Area,2011,18-May,197.0,50
7491,125.0,1200,Plot  Area,2014,Ready To Move,254.0,76
7492,150.0,1700,Super built-up  Area,2013,Ready To Move,312.0,17
7493,118.0,2134,Super built-up  Area,2016,18-Dec,5.0,0
7494,98.0,1369.1,Super built-up  Area,2011,18-Jun,105.0,37
7495,69.0,600,Plot  Area,2019,Ready To Move,252.0,23
7496,150.0,1313,Plot  Area,2022,Ready To Move,930.0,43
7497,155.0,2515,Super built-up  Area,2017,Ready To Move,929.0,2
7498,154.0,2215,Super built-up  Area,2002,Ready To Move,191.0,70
7499,72.0,1440,Super built-up  Area,2012,Ready To Move,416.0,84
7500,55.33,1186,Super built-up  Area,2008,Ready To Move,54.0,63
7501,47.24,1350,Super built-up  Area,2010,Ready To Move,2.0,8
7502,140.0,1800,Super built-up  Area,2018,Ready To Move,27.0,30
7503,79.0,1600,Built-up  Area,2008,Ready To Move,343.0,53
7504,35.0,1000,Built-up  Area,2014,Ready To Move,305.0,73
7505,285.0,2275,Super built-up  Area,2021,Ready To Move,338.0,54
7506,59.0,1305,Super built-up  Area,2014,Ready To Move,267.0,18
7507,150.0,1740,Super built-up  Area,2006,20-Jan,19.0,80
7508,90.0,900,Built-up  Area,2016,Ready To Move,81.0,99
7509,140.0,1567,Built-up  Area,2015,Ready To Move,467.0,59
7510,45.5,1082,Super built-up  Area,2021,Ready To Move,264.0,75
7511,80.0,1050,Built-up  Area,2016,Ready To Move,76.0,44
7512,56.0,1200,Super built-up  Area,2014,Ready To Move,909.0,95
7513,185.0,3500,Built-up  Area,2004,Ready To Move,179.0,28
7514,52.0,1220,Super built-up  Area,2016,Ready To Move,133.0,29
7515,164.0,1970,Super built-up  Area,2012,18-Apr,19.0,13
7516,350.0,2665,Super built-up  Area,2013,20-Dec,1046.0,4
7517,120.0,2130,Built-up  Area,2004,Ready To Move,291.0,80
7518,120.0,1749,Super built-up  Area,2006,Ready To Move,201.0,30
7519,108.0,1260,Super built-up  Area,2021,18-Jun,252.0,42
7520,48.0,1100Sq. Meter,Super built-up  Area,2019,Ready To Move,605.0,85
7521,120.0,1170,Super built-up  Area,2021,Ready To Move,189.0,92
7522,75.0,1670,Super built-up  Area,2011,Ready To Move,1047.0,75
7523,168.0,2264,Super built-up  Area,2012,Ready To Move,54.0,19
7524,450.0,3500,Super built-up  Area,2002,15-Oct,472.0,98
7525,55.0,1100,Super built-up  Area,2013,Ready To Move,179.0,58
7526,19.9,674,Super built-up  Area,2015,18-Dec,72.0,36
7527,160.0,1320,Super built-up  Area,2017,Ready To Move,136.0,8
7528,85.0,600,Plot  Area,2003,Ready To Move,95.0,95
7529,65.0,1125,Super built-up  Area,2016,Ready To Move,30.0,74
7530,44.5,1125,Super built-up  Area,2000,Ready To Move,115.0,8
7531,29.0,700,Super built-up  Area,2016,Ready To Move,910.0,94
7532,75.0,1300,Built-up  Area,2010,Ready To Move,572.0,51
7533,83.0,1600,Super built-up  Area,2017,Ready To Move,180.0,71
7534,60.0,1052,Super built-up  Area,2007,18-Aug,134.0,89
7535,145.0,1140,Super built-up  Area,2010,Ready To Move,1048.0,27
7536,36.0,1130,Super built-up  Area,2010,Ready To Move,100.0,30
7537,225.0,1140,Plot  Area,2010,Ready To Move,1049.0,8
7538,220.0,2200,Super built-up  Area,2001,Ready To Move,587.0,71
7539,63.0,1500,Built-up  Area,2018,Ready To Move,24.0,48
7540,47.25,1350,Super built-up  Area,2018,20-Dec,167.0,67
7541,52.0,1230,Super built-up  Area,2014,Ready To Move,11.0,64
7542,85.0,1520,Super built-up  Area,2002,18-Apr,53.0,67
7543,26.25,525,Super built-up  Area,2011,21-Dec,29.0,22
7544,61.0,1040,Super built-up  Area,2009,20-Oct,105.0,94
7545,67.0,1300,Built-up  Area,2021,Ready To Move,1050.0,90
7546,201.0,2690,Super built-up  Area,2000,18-Dec,6.0,56
7547,70.0,780,Super built-up  Area,2004,Ready To Move,67.0,97
7548,51.2,1140,Super built-up  Area,2019,Ready To Move,126.0,94
7549,33.08,1225,Super built-up  Area,2011,19-Jan,72.0,43
7550,25.84,646,Built-up  Area,2012,Ready To Move,569.0,39
7551,150.0,1600,Super built-up  Area,2011,Ready To Move,350.0,71
7552,125.0,1890,Super built-up  Area,2022,18-Apr,84.0,59
7553,34.0,1050,Built-up  Area,2012,Ready To Move,84.0,69
7554,100.0,1200,Plot  Area,2017,Ready To Move,272.0,89
7555,62.0,1458,Super built-up  Area,2009,Ready To Move,5.0,15
7556,86.0,1200,Plot  Area,2006,Ready To Move,376.0,6
7557,160.0,1970,Super built-up  Area,2017,Ready To Move,372.0,85
7558,80.0,1808,Plot  Area,2011,Ready To Move,5.0,63
7559,67.0,1007,Built-up  Area,2007,Ready To Move,163.0,47
7560,50.0,1105,Super built-up  Area,2012,Ready To Move,37.0,75
7561,150.0,1700,Super built-up  Area,2005,Ready To Move,42.0,61
7562,50.0,1170,Super built-up  Area,2018,Ready To Move,15.0,86
7563,45.0,1080,Built-up  Area,2008,Ready To Move,72.0,91
7564,62.0,1150,Super built-up  Area,2000,Ready To Move,187.0,65
7565,57.9,1200,Super built-up  Area,2005,19-Jul,80.0,92
7566,54.0,1200,Super built-up  Area,2009,Ready To Move,119.0,10
7567,75.0,1656,Super built-up  Area,2002,Ready To Move,90.0,39
7568,87.0,600,Plot  Area,2013,18-Apr,1051.0,42
7569,50.0,1040,Super built-up  Area,2015,Ready To Move,38.0,33
7570,33.7,1085,Super built-up  Area,2007,Ready To Move,223.0,47
7571,49.75,1215,Super built-up  Area,2016,18-Apr,710.0,9
7572,115.0,2150,Built-up  Area,2010,Ready To Move,388.0,32
7573,120.0,1100,Plot  Area,2016,Ready To Move,231.0,80
