purchase_id,purchase_date,ownership_percentage,buyer_id,property_id
7411,2-9-2024,0.64,9,7411
7412,11-27-2020,0.71,72,7412
7413,6-4-2014,0.79,73,7413
7414,2-19-2012,0.56,49,7414
7415,11-14-2004,0.67,50,7415
7416,8-28-2005,0.9,70,7416
7417,12-1-2002,0.78,36,7417
7418,9-24-2014,0.75,82,7418
7419,6-18-2015,0.57,88,7419
7420,2-1-2001,0.98,22,7420
7421,1-17-2000,0.91,57,7421
7422,8-15-2018,0.61,75,7422
7423,6-10-2010,0.77,7,7423
7424,10-9-2000,0.68,6,7424
7425,10-29-2011,0.93,99,7425
7426,1-16-2004,0.72,48,7426
7427,6-13-2016,0.96,79,7427
7428,8-29-2010,0.54,95,7428
7429,5-14-2013,0.81,72,7429
7430,1-4-2009,0.72,53,7430
7431,12-4-2011,0.68,21,7431
7432,5-25-2020,0.76,31,7432
7433,11-7-2005,0.82,57,7433
7434,2-22-2002,0.57,73,7434
7435,7-15-2018,0.76,75,7435
7436,2-8-2005,0.72,90,7436
7437,10-5-2002,1.0,46,7437
7438,3-16-2008,0.75,0,7438
7439,11-29-2000,0.92,83,7439
7440,2-16-2000,0.65,99,7440
7441,11-8-2005,0.83,74,7441
7442,9-1-2015,0.8,53,7442
7443,10-9-2021,0.6,88,7443
7444,8-15-2004,0.77,94,7444
7445,1-6-2006,0.77,69,7445
7446,12-17-2014,0.74,84,7446
7447,12-11-2006,0.92,66,7447
7448,1-10-2014,0.88,50,7448
7449,6-16-2007,0.5,75,7449
7450,10-10-2003,0.75,87,7450
7451,4-15-2015,0.98,79,7451
7452,5-2-2000,0.7,49,7452
7453,6-25-2008,0.84,70,7453
7454,9-12-2025,0.83,54,7454
7455,8-24-2018,0.8,87,7455
7456,7-8-2003,0.71,18,7456
7457,4-19-2014,0.85,72,7457
7458,11-8-2005,0.61,90,7458
7459,1-23-2017,0.52,57,7459
7460,4-7-2017,0.54,33,7460
7461,2-14-2016,0.52,98,7461
7462,9-7-2016,0.98,26,7462
7463,11-20-2007,1.0,4,7463
7464,12-8-2008,0.71,6,7464
7465,4-24-2022,0.91,93,7465
7466,5-12-2024,1.0,65,7466
7467,9-15-2020,0.62,76,7467
7468,4-14-2007,0.81,68,7468
7469,12-22-2000,0.89,38,7469
7470,10-29-2014,0.63,61,7470
7471,1-12-2000,0.95,3,7471
7472,3-30-2022,0.98,69,7472
7473,6-3-2001,0.5,61,7473
7474,2-23-2014,1.0,19,7474
7475,9-20-2010,0.58,17,7475
7476,2-3-2022,0.91,58,7476
7477,4-16-2014,0.91,43,7477
7478,10-5-2012,0.66,37,7478
7479,8-6-2019,0.62,90,7479
7480,4-23-2009,0.59,11,7480
7481,5-9-2014,0.8,50,7481
7482,7-6-2013,0.8,86,7482
7483,1-19-2013,0.91,50,7483
7484,12-26-2012,0.79,90,7484
7485,8-26-2019,0.86,70,7485
7486,4-15-2020,0.5,48,7486
7487,9-5-2017,0.64,85,7487
7488,7-27-2010,0.63,87,7488
7489,8-29-2021,0.51,42,7489
7490,12-19-2021,0.63,23,7490
7491,7-23-2000,0.84,49,7491
7492,2-19-2025,0.85,83,7492
7493,3-7-2019,0.66,56,7493
7494,4-19-2015,0.9,11,7494
7495,4-7-2017,1.0,34,7495
7496,9-17-2000,0.64,46,7496
7497,12-13-2017,0.67,46,7497
7498,8-8-2009,0.71,24,7498
7499,11-10-2009,0.94,97,7499
7500,5-3-2021,0.76,37,7500
7501,2-16-2019,0.95,76,7501
7502,6-21-2006,0.81,65,7502
7503,6-7-2008,0.56,19,7503
7504,5-18-2025,0.57,98,7504
7505,11-24-2005,0.87,74,7505
7506,10-26-2010,0.9,82,7506
7507,4-26-2007,0.54,51,7507
7508,11-12-2010,0.97,6,7508
7509,6-14-2013,0.77,96,7509
7510,8-23-2000,0.72,56,7510
7511,3-5-2010,0.96,94,7511
7512,7-30-2013,0.75,25,7512
7513,12-25-2012,0.75,63,7513
7514,1-24-2015,0.92,67,7514
7515,6-28-2020,0.61,69,7515
7516,8-7-2025,0.97,61,7516
7517,5-27-2003,0.94,94,7517
7518,5-9-2003,0.58,36,7518
7519,8-26-2024,0.68,26,7519
7520,4-19-2023,0.59,37,7520
7521,7-29-2011,0.55,94,7521
7522,9-26-2009,0.55,31,7522
7523,7-27-2003,0.79,68,7523
7524,1-22-2018,0.66,62,7524
7525,7-1-2015,0.71,83,7525
7526,12-14-2004,0.59,2,7526
7527,11-29-2014,0.88,56,7527
7528,8-15-2012,0.94,97,7528
7529,5-29-2016,0.62,65,7529
7530,3-16-2009,0.94,18,7530
7531,8-22-2012,0.8,81,7531
7532,10-27-2000,0.54,13,7532
7533,7-26-2015,0.81,53,7533
7534,5-29-2002,0.5,80,7534
7535,10-28-2011,0.81,47,7535
7536,3-23-2004,0.57,24,7536
7537,7-17-2015,0.83,41,7537
7538,3-3-2017,0.57,27,7538
7539,3-8-2006,0.86,2,7539
7540,5-22-2017,0.82,79,7540
7541,9-16-2025,0.71,11,7541
7542,1-21-2022,0.86,71,7542
7543,8-6-2024,0.5,27,7543
7544,5-2-2006,0.87,42,7544
7545,7-28-2024,0.56,48,7545
7546,10-6-2025,0.67,47,7546
7547,11-8-2023,0.81,19,7547
7548,3-11-2001,0.79,62,7548
7549,8-26-2008,0.81,35,7549
7550,5-2-2000,0.66,48,7550
7551,11-1-2005,0.56,74,7551
7552,12-16-2020,0.89,29,7552
7553,8-19-2007,0.95,99,7553
7554,7-2-2004,0.52,15,7554
7555,8-6-2011,0.58,5,7555
7556,8-21-2008,0.75,5,7556
7557,6-2-2016,0.69,31,7557
7558,10-16-2013,0.9,90,7558
7559,12-25-2015,0.52,90,7559
7560,2-17-2005,0.97,93,7560
7561,7-26-2014,0.77,84,7561
7562,6-26-2015,0.68,72,7562
7563,4-16-2007,0.68,59,7563
7564,3-26-2003,0.61,51,7564
7565,1-23-2025,0.61,95,7565
7566,1-1-2017,0.73,21,7566
7567,3-10-2024,0.66,60,7567
7568,8-10-2003,0.79,41,7568
7569,11-16-2015,0.54,53,7569
7570,11-24-2000,0.69,28,7570
7571,2-24-2021,0.56,15,7571
7572,12-17-2005,0.7,52,7572
7573,8-15-2002,0.6,65,7573
7574,6-8-2011,0.96,68,7574
7575,12-17-2025,0.52,27,7575
7576,5-12-2011,0.75,0,7576
7577,8-17-2001,1.0,19,7577
7578,9-7-2020,0.64,86,7578
7579,1-26-2012,0.7,93,7579
7580,4-21-2008,0.84,78,7580
7581,7-30-2010,0.95,75,7581
7582,7-6-2012,0.76,80,7582
7583,5-27-2004,0.78,53,7583
7584,5-4-2018,0.66,56,7584
7585,11-14-2014,0.56,42,7585
7586,3-29-2005,0.78,98,7586
7587,3-13-2016,0.79,72,7587
7588,3-28-2010,0.94,55,7588
7589,9-2-2002,0.65,77,7589
7590,8-22-2012,0.69,20,7590
7591,3-1-2014,0.89,32,7591
7592,8-17-2002,0.73,21,7592
7593,2-22-2009,0.63,92,7593
7594,4-20-2000,0.6,45,7594
7595,4-1-2015,0.91,67,7595
7596,4-1-2016,0.97,64,7596
7597,7-28-2006,0.64,74,7597
7598,11-28-2019,0.73,33,7598
7599,3-13-2000,0.77,22,7599
7600,6-3-2011,0.78,74,7600
7601,3-21-2020,0.68,29,7601
7602,5-3-2023,0.62,19,7602
7603,9-5-2023,0.79,59,7603
7604,6-14-2009,0.98,83,7604
7605,3-2-2021,0.77,23,7605
7606,12-14-2023,0.96,46,7606
7607,9-22-2007,0.69,77,7607
7608,5-17-2017,0.85,9,7608
7609,4-21-2019,0.56,90,7609
7610,6-23-2017,0.76,59,7610
7611,4-27-2011,1.0,92,7611
7612,8-27-2018,0.7,94,7612
7613,7-26-2006,0.61,1,7613
7614,3-1-2012,0.9,48,7614
7615,8-27-2013,0.82,15,7615
7616,11-6-2001,0.83,9,7616
7617,8-25-2011,0.83,53,7617
7618,12-29-2006,0.55,52,7618
7619,7-3-2019,0.8,87,7619
7620,11-4-2012,0.88,73,7620
7621,8-17-2012,0.73,64,7621
7622,1-22-2006,0.63,76,7622
7623,10-16-2003,0.91,61,7623
7624,1-24-2023,0.74,62,7624
7625,10-25-2011,0.99,85,7625
7626,1-22-2022,0.7,22,7626
7627,1-17-2019,0.82,65,7627
7628,4-16-2008,0.72,39,7628
7629,10-16-2006,0.66,87,7629
7630,2-5-2018,0.53,88,7630
7631,2-16-2001,0.56,40,7631
7632,5-4-2018,0.73,86,7632
7633,4-12-2020,0.75,99,7633
7634,12-12-2017,0.56,97,7634
7635,11-16-2011,0.65,15,7635
7636,10-25-2012,1.0,60,7636
7637,6-22-2003,0.71,57,7637
7638,4-14-2020,0.65,45,7638
7639,9-25-2018,0.83,62,7639
7640,1-19-2014,0.91,35,7640
7641,3-24-2003,0.95,92,7641
7642,10-3-2001,0.77,3,7642
7643,1-4-2001,0.67,74,7643
7644,6-1-2005,0.64,20,7644
7645,3-10-2016,0.54,27,7645
7646,7-23-2010,0.66,90,7646
7647,10-26-2016,0.55,42,7647
7648,3-10-2003,0.5,91,7648
7649,6-11-2014,0.82,37,7649
7650,4-24-2015,0.75,72,7650
7651,2-24-2022,0.99,13,7651
7652,2-7-2019,0.93,32,7652
7653,6-11-2011,0.69,46,7653
7654,1-24-2009,0.67,26,7654
7655,11-8-2003,0.6,84,7655
7656,12-9-2016,0.66,95,7656
7657,11-19-2014,0.81,18,7657
7658,7-20-2000,0.76,68,7658
7659,11-3-2002,0.8,78,7659
7660,8-2-2007,0.52,11,7660
7661,5-24-2025,0.51,14,7661
7662,5-19-2024,0.68,20,7662
7663,5-20-2014,0.56,3,7663
7664,5-11-2005,0.71,32,7664
7665,10-27-2003,0.6,50,7665
7666,5-15-2007,0.83,14,7666
7667,9-6-2024,0.91,7,7667
7668,6-25-2009,0.95,65,7668
7669,4-11-2003,0.81,68,7669
7670,12-22-2023,0.62,70,7670
7671,4-3-2021,0.71,85,7671
7672,2-25-2018,0.52,20,7672
7673,4-7-2016,0.89,78,7673
7674,10-23-2021,0.56,3,7674
7675,7-29-2017,0.7,34,7675
7676,10-12-2007,0.64,23,7676
7677,7-11-2007,0.75,6,7677
7678,6-20-2015,0.55,44,7678
7679,12-3-2019,0.97,59,7679
7680,9-24-2018,0.71,45,7680
7681,10-4-2018,0.74,0,7681
7682,6-22-2022,0.75,91,7682
7683,9-21-2001,0.91,67,7683
7684,7-12-2009,0.7,4,7684
7685,6-15-2017,0.77,26,7685
7686,9-5-2019,0.85,47,7686
7687,10-17-2003,0.87,33,7687
7688,6-1-2014,0.73,2,7688
7689,1-21-2012,0.62,50,7689
7690,2-14-2025,0.57,65,7690
7691,3-25-2018,0.95,63,7691
7692,12-29-2012,0.98,79,7692
7693,2-26-2015,0.78,60,7693
7694,6-7-2025,0.89,11,7694
7695,2-17-2004,0.97,90,7695
7696,7-3-2006,0.68,79,7696
7697,3-16-2017,0.62,88,7697
7698,11-9-2025,0.76,49,7698
7699,6-14-2020,0.92,42,7699
7700,3-24-2013,0.79,54,7700
7701,7-24-2016,0.67,38,7701
7702,9-18-2018,0.82,70,7702
7703,6-10-2000,0.98,98,7703
7704,11-21-2006,0.8,53,7704
7705,7-22-2009,0.67,10,7705
7706,7-10-2021,0.61,23,7706
7707,9-20-2007,0.53,77,7707
7708,8-22-2010,0.9,53,7708
7709,6-18-2017,0.99,10,7709
7710,12-30-2016,0.67,65,7710
7711,7-26-2016,0.62,4,7711
7712,11-19-2022,0.59,44,7712
7713,3-17-2011,0.68,25,7713
7714,10-21-2005,0.86,98,7714
7715,10-6-2020,0.69,8,7715
7716,12-15-2018,0.83,10,7716
7717,12-18-2011,0.9,69,7717
7718,1-19-2005,0.98,5,7718
7719,5-13-2003,1.0,17,7719
7720,5-8-2022,0.66,51,7720
7721,7-16-2003,0.68,22,7721
7722,5-14-2003,0.96,98,7722
7723,6-30-2020,0.82,34,7723
7724,1-11-2011,0.8,1,7724
7725,10-9-2018,0.52,26,7725
7726,8-13-2011,0.7,62,7726
7727,1-28-2025,0.52,8,7727
7728,9-20-2012,0.77,29,7728
7729,8-25-2011,0.84,80,7729
7730,5-5-2005,0.93,43,7730
7731,10-12-2012,0.7,1,7731
7732,2-20-2002,0.95,44,7732
7733,3-12-2015,0.81,19,7733
7734,9-8-2023,0.56,71,7734
7735,9-15-2015,0.85,74,7735
7736,2-9-2006,0.75,37,7736
7737,2-1-2004,0.81,44,7737
7738,6-25-2015,0.77,13,7738
7739,9-23-2023,0.67,36,7739
7740,2-24-2024,0.7,51,7740
7741,6-18-2025,0.8,32,7741
7742,8-6-2005,0.95,82,7742
7743,1-26-2011,0.62,27,7743
7744,12-21-2013,0.79,52,7744
7745,1-28-2024,0.65,25,7745
7746,2-14-2010,0.65,4,7746
7747,3-14-2003,0.59,84,7747
7748,10-10-2013,0.51,65,7748
7749,7-27-2003,0.97,61,7749
7750,1-7-2013,0.71,46,7750
7751,1-24-2004,0.65,20,7751
7752,6-27-2007,0.67,86,7752
7753,5-28-2007,0.52,67,7753
7754,1-20-2012,0.79,44,7754
7755,4-5-2013,0.8,37,7755
7756,3-13-2011,0.89,18,7756
7757,6-17-2003,0.95,70,7757
7758,11-30-2005,0.78,47,7758
7759,3-7-2004,0.5,15,7759
7760,5-6-2002,0.57,45,7760
7761,1-18-2015,0.79,22,7761
7762,7-29-2020,0.8,4,7762
7763,7-21-2004,0.95,85,7763
7764,8-9-2019,0.71,88,7764
7765,10-9-2016,0.73,80,7765
7766,8-23-2017,0.89,56,7766
7767,12-20-2010,0.65,93,7767
7768,6-17-2014,0.72,55,7768
7769,3-11-2021,0.89,19,7769
7770,10-19-2009,0.59,59,7770
7771,12-19-2013,0.51,3,7771
7772,1-20-2012,0.84,13,7772
7773,5-29-2025,0.51,82,7773
7774,7-4-2010,0.5,30,7774
7775,10-20-2016,0.67,47,7775
7776,1-27-2023,0.63,22,7776
7777,7-16-2012,0.74,12,7777
7778,12-6-2021,0.96,28,7778
7779,2-9-2014,0.6,80,7779
7780,8-3-2011,0.72,74,7780
7781,2-6-2007,0.54,93,7781
7782,7-21-2020,0.54,30,7782
7783,9-29-2012,0.61,82,7783
7784,6-18-2013,0.87,56,7784
7785,12-24-2019,0.93,13,7785
7786,4-29-2023,0.95,13,7786
7787,3-27-2005,0.62,48,7787
7788,9-16-2004,0.99,24,7788
7789,3-11-2009,0.7,78,7789
7790,7-11-2008,0.85,69,7790
7791,2-27-2007,0.87,42,7791
7792,10-28-2010,0.71,49,7792
7793,12-23-2025,0.56,48,7793
7794,3-1-2004,0.8,53,7794
7795,2-9-2020,0.52,94,7795
7796,12-11-2009,0.96,56,7796
7797,6-27-2016,0.82,58,7797
7798,9-19-2022,0.71,8,7798
7799,12-14-2015,0.99,74,7799
7800,12-21-2001,0.59,49,7800
7801,8-10-2016,0.9,30,7801
7802,5-10-2018,0.76,41,7802
7803,2-10-2002,0.82,39,7803
7804,11-28-2012,0.83,65,7804
7805,11-22-2016,0.87,70,7805
7806,10-7-2010,0.68,90,7806
7807,4-18-2016,0.77,25,7807
7808,8-15-2008,0.85,83,7808
7809,11-3-2000,0.9,63,7809
7810,8-15-2018,0.93,10,7810
7811,4-13-2020,0.76,61,7811
7812,10-6-2004,0.93,75,7812
7813,7-29-2014,1.0,84,7813
7814,11-1-2012,0.74,18,7814
7815,1-21-2020,0.74,26,7815
7816,2-22-2020,0.76,35,7816
7817,7-14-2019,0.87,58,7817
7818,7-25-2006,0.77,25,7818
7819,9-13-2003,0.97,61,7819
7820,12-6-2018,0.53,36,7820
7821,8-8-2012,0.55,43,7821
7822,3-11-2002,0.9,17,7822
7823,9-5-2016,0.6,83,7823
7824,4-8-2012,0.96,29,7824
7825,7-15-2009,0.81,81,7825
7826,11-9-2005,0.84,75,7826
7827,4-6-2018,0.53,78,7827
7828,11-8-2014,0.53,28,7828
7829,9-30-2012,0.71,30,7829
7830,3-13-2003,0.76,86,7830
7831,10-8-2003,0.96,23,7831
7832,10-17-2014,0.66,1,7832
7833,12-22-2010,0.62,15,7833
7834,9-26-2020,0.54,51,7834
7835,11-23-2019,0.56,60,7835
7836,5-2-2015,0.71,45,7836
7837,6-4-2019,0.65,63,7837
7838,2-21-2012,0.84,65,7838
7839,12-23-2003,0.69,85,7839
7840,3-18-2001,0.55,42,7840
7841,8-11-2005,0.69,64,7841
7842,6-23-2019,0.57,34,7842
7843,7-25-2007,0.68,16,7843
7844,12-13-2021,0.74,39,7844
7845,12-28-2005,0.62,10,7845
7846,6-23-2023,0.73,79,7846
7847,3-25-2022,0.51,53,7847
7848,3-9-2003,0.6,3,7848
7849,3-14-2001,0.67,59,7849
7850,9-5-2016,0.77,23,7850
7851,6-3-2019,0.58,50,7851
7852,8-6-2015,0.96,48,7852
7853,10-14-2005,0.69,85,7853
7854,8-18-2018,0.96,18,7854
7855,10-7-2007,0.91,99,7855
7856,12-17-2007,0.78,13,7856
7857,7-7-2000,0.96,27,7857
7858,4-23-2025,0.74,93,7858
7859,2-17-2008,0.74,99,7859
7860,1-7-2024,0.85,52,7860
7861,12-21-2018,0.89,72,7861
7862,5-16-2019,0.7,88,7862
7863,4-25-2023,0.59,87,7863
7864,7-2-2002,0.51,4,7864
7865,8-22-2006,0.51,28,7865
7866,1-26-2001,0.91,20,7866
7867,11-15-2019,0.67,17,7867
7868,4-19-2012,0.57,51,7868
7869,5-27-2025,0.92,73,7869
7870,5-6-2000,0.56,22,7870
7871,9-29-2007,0.94,7,7871
7872,10-23-2010,0.59,14,7872
7873,6-30-2004,0.5,36,7873
7874,1-16-2024,0.68,48,7874
7875,5-20-2019,0.98,51,7875
7876,1-4-2007,0.61,84,7876
7877,8-6-2001,0.8,23,7877
7878,5-3-2019,0.66,75,7878
7879,3-14-2025,0.51,73,7879
7880,2-8-2012,0.89,65,7880
7881,8-29-2006,0.96,4,7881
7882,5-18-2001,0.98,17,7882
7883,8-14-2011,0.88,60,7883
7884,6-24-2021,0.58,64,7884
7885,4-10-2022,0.74,7,7885
7886,2-30-2017,0.92,18,7886
7887,6-30-2022,0.7,79,7887
7888,9-1-2009,0.95,68,7888
7889,10-18-2012,0.5,74,7889
7890,1-20-2010,0.61,70,7890
7891,4-23-2009,0.7,87,7891
7892,11-9-2006,0.71,30,7892
7893,2-13-2005,0.68,62,7893
7894,7-9-2024,0.56,93,7894
7895,4-25-2015,0.63,59,7895
7896,6-14-2017,0.96,0,7896
7897,3-24-2000,0.9,16,7897
7898,7-15-2024,0.91,10,7898
7899,7-1-2016,0.96,43,7899
7900,12-14-2016,0.6,37,7900
7901,8-9-2017,0.56,59,7901
7902,5-27-2014,0.84,20,7902
7903,9-20-2023,0.89,97,7903
7904,9-1-2024,0.54,37,7904
7905,1-17-2025,0.65,13,7905
7906,3-19-2001,0.58,16,7906
7907,2-16-2001,0.53,62,7907
7908,9-18-2002,0.63,40,7908
7909,11-30-2004,0.96,91,7909
7910,1-17-2020,0.59,31,7910
7911,11-22-2009,0.95,56,7911
7912,11-26-2012,0.92,67,7912
7913,10-9-2017,0.93,68,7913
7914,8-28-2020,0.93,83,7914
7915,12-27-2012,0.63,68,7915
7916,6-2-2000,0.56,54,7916
7917,5-30-2021,0.5,50,7917
7918,6-16-2006,0.79,79,7918
7919,3-7-2020,0.62,22,7919
7920,12-28-2024,0.81,26,7920
7921,8-22-2022,0.55,54,7921
7922,12-21-2022,0.5,24,7922
7923,3-14-2025,0.95,2,7923
7924,10-8-2009,0.85,14,7924
7925,10-1-2025,0.98,37,7925
7926,3-17-2024,0.78,40,7926
7927,11-17-2014,0.94,24,7927
7928,5-5-2011,0.53,36,7928
7929,4-26-2018,0.95,27,7929
7930,6-13-2009,0.75,5,7930
7931,3-3-2016,0.78,93,7931
7932,4-15-2013,0.54,62,7932
7933,9-7-2018,0.66,50,7933
7934,12-3-2014,0.81,5,7934
7935,5-24-2001,0.77,7,7935
7936,7-4-2021,0.94,85,7936
7937,1-21-2012,0.5,97,7937
7938,7-29-2020,0.67,12,7938
7939,1-10-2014,0.73,91,7939
7940,11-28-2000,0.5,47,7940
7941,7-18-2013,0.85,25,7941
7942,3-16-2003,0.62,39,7942
7943,12-4-2009,0.66,73,7943
7944,1-2-2024,0.79,34,7944
7945,9-7-2012,0.55,31,7945
7946,12-4-2011,0.56,33,7946
7947,10-1-2023,0.79,66,7947
7948,5-13-2003,0.7,80,7948
7949,1-30-2002,0.9,8,7949
7950,3-30-2002,0.66,25,7950
7951,11-24-2022,0.67,77,7951
7952,1-28-2015,0.93,33,7952
7953,10-26-2011,0.58,82,7953
7954,5-11-2025,0.98,46,7954
7955,7-1-2009,0.99,17,7955
7956,12-26-2005,0.61,81,7956
7957,1-15-2015,0.63,4,7957
7958,10-10-2007,0.96,22,7958
7959,2-4-2000,0.83,2,7959
7960,11-8-2019,0.62,61,7960
7961,12-19-2007,0.62,55,7961
7962,11-29-2023,0.79,7,7962
7963,8-1-2003,0.97,35,7963
7964,3-11-2007,0.85,6,7964
7965,8-26-2003,0.71,89,7965
7966,5-18-2009,0.8,65,7966
7967,12-30-2023,0.97,86,7967
7968,7-7-2001,0.65,56,7968
7969,5-2-2008,0.97,47,7969
7970,11-23-2024,0.86,71,7970
7971,6-18-2001,0.79,28,7971
7972,1-19-2001,0.69,26,7972
7973,8-20-2023,0.63,65,7973
7974,1-4-2004,0.61,42,7974
7975,12-17-2018,0.95,33,7975
7976,8-2-2007,0.58,0,7976
7977,8-29-2011,0.87,34,7977
7978,8-9-2021,0.77,71,7978
7979,7-23-2024,0.6,12,7979
7980,8-6-2020,0.68,69,7980
7981,7-8-2006,0.77,61,7981
7982,5-26-2002,0.91,8,7982
7983,4-23-2025,0.82,3,7983
7984,9-29-2022,0.8,13,7984
7985,11-13-2012,0.6,11,7985
7986,10-8-2013,0.86,92,7986
7987,11-21-2009,0.79,26,7987
7988,3-6-2013,0.71,61,7988
7989,1-7-2005,0.85,58,7989
7990,7-5-2025,0.92,87,7990
7991,5-3-2007,0.73,46,7991
7992,3-25-2000,0.84,20,7992
7993,9-18-2022,1.0,70,7993
7994,7-13-2013,0.75,3,7994
7995,5-28-2005,0.78,57,7995
7996,6-29-2023,0.82,4,7996
7997,2-15-2023,0.93,92,7997
7998,7-27-2025,0.58,66,7998
7999,12-4-2019,0.92,84,7999
8000,6-14-2009,0.68,75,8000
8001,4-26-2008,0.71,69,8001
8002,4-18-2021,0.53,37,8002
8003,9-30-2016,0.57,26,8003
8004,12-9-2015,1.0,63,8004
8005,10-29-2006,0.96,32,8005
8006,10-25-2000,0.64,69,8006
8007,6-15-2023,0.84,29,8007
8008,12-22-2020,0.82,74,8008
8009,2-3-2005,0.51,53,8009
8010,2-7-2020,0.88,77,8010
8011,10-29-2018,0.57,13,8011
8012,4-1-2005,0.81,72,8012
8013,11-26-2025,0.57,31,8013
8014,6-18-2004,0.79,2,8014
8015,8-24-2001,0.85,13,8015
8016,6-12-2004,0.97,3,8016
8017,1-22-2024,0.53,60,8017
8018,6-22-2003,0.68,61,8018
8019,5-3-2023,0.67,59,8019
8020,5-8-2024,0.72,74,8020
8021,3-29-2025,0.55,17,8021
8022,5-26-2013,0.55,1,8022
8023,7-17-2002,0.6,12,8023
8024,8-5-2007,0.66,21,8024
8025,10-28-2018,0.62,87,8025
8026,12-8-2020,1.0,37,8026
8027,4-17-2008,0.66,46,8027
8028,9-12-2000,0.86,16,8028
8029,3-11-2007,0.91,35,8029
8030,11-9-2010,0.71,77,8030
8031,10-1-2005,0.76,36,8031
8032,12-6-2001,0.63,27,8032
8033,12-24-2002,0.6,49,8033
8034,8-27-2019,0.83,31,8034
8035,4-10-2021,0.59,54,8035
8036,5-29-2016,0.75,29,8036
8037,8-8-2007,0.68,99,8037
8038,7-22-2016,0.92,65,8038
8039,9-2-2021,0.85,0,8039
8040,2-26-2015,0.9,68,8040
8041,12-24-2012,0.65,71,8041
8042,4-19-2018,0.96,72,8042
8043,5-25-2023,0.76,37,8043
8044,6-10-2012,0.9,33,8044
8045,8-20-2022,0.63,43,8045
8046,4-24-2002,0.97,71,8046
8047,3-3-2012,0.67,37,8047
8048,8-22-2020,0.97,82,8048
8049,11-27-2011,1.0,62,8049
8050,3-2-2010,0.68,5,8050
8051,5-5-2017,0.74,63,8051
8052,11-18-2025,0.97,97,8052
8053,5-6-2006,0.58,66,8053
8054,7-23-2023,0.58,52,8054
8055,1-13-2009,0.99,19,8055
8056,12-3-2018,0.88,95,8056
8057,10-1-2013,0.7,41,8057
8058,2-30-2015,0.51,92,8058
8059,11-12-2018,0.62,7,8059
8060,12-4-2021,0.54,82,8060
8061,5-8-2018,0.85,16,8061
8062,8-9-2012,0.9,84,8062
8063,5-13-2000,1.0,1,8063
8064,10-15-2023,0.94,24,8064
8065,8-25-2017,0.85,81,8065
8066,1-17-2000,0.79,34,8066
8067,5-18-2003,0.7,23,8067
8068,5-29-2018,0.97,43,8068
8069,3-17-2019,0.59,12,8069
8070,1-16-2013,0.8,66,8070
8071,7-6-2009,0.63,24,8071
8072,5-8-2008,0.62,97,8072
8073,5-24-2021,0.89,37,8073
8074,10-6-2007,0.63,82,8074
8075,2-6-2004,0.97,92,8075
8076,12-24-2010,0.53,78,8076
8077,3-4-2022,0.56,43,8077
8078,2-26-2022,0.83,53,8078
8079,2-29-2017,0.85,9,8079
8080,1-2-2017,0.76,66,8080
8081,6-14-2015,0.6,93,8081
8082,5-23-2018,0.62,14,8082
8083,8-8-2017,0.82,99,8083
8084,6-2-2006,0.66,45,8084
8085,10-18-2024,0.68,62,8085
8086,5-29-2011,0.81,23,8086
8087,1-24-2025,0.54,20,8087
8088,4-25-2022,0.8,46,8088
8089,11-18-2014,1.0,0,8089
8090,7-1-2003,0.55,53,8090
8091,9-3-2013,0.84,3,8091
8092,8-1-2005,0.92,24,8092
8093,12-24-2025,0.69,74,8093
8094,8-14-2002,0.75,29,8094
8095,4-1-2020,0.52,7,8095
8096,1-1-2020,0.64,8,8096
8097,7-25-2022,0.63,62,8097
8098,9-20-2007,0.87,35,8098
8099,3-21-2017,0.67,76,8099
8100,4-10-2018,0.66,74,8100
8101,5-7-2015,0.79,21,8101
8102,9-5-2017,0.72,84,8102
8103,2-26-2016,0.76,40,8103
8104,4-9-2023,0.67,92,8104
8105,2-27-2024,0.92,76,8105
8106,6-26-2017,0.55,92,8106
8107,7-3-2013,0.64,24,8107
8108,5-21-2024,0.74,82,8108
8109,7-14-2006,0.83,10,8109
8110,1-22-2002,0.86,39,8110
8111,7-28-2006,0.85,52,8111
8112,6-5-2012,0.89,20,8112
8113,9-29-2012,0.9,3,8113
8114,11-16-2024,0.66,85,8114
8115,3-21-2019,0.57,75,8115
8116,10-20-2011,0.97,62,8116
8117,7-6-2001,0.89,74,8117
8118,5-7-2018,0.98,92,8118
8119,10-28-2003,0.64,62,8119
8120,8-28-2006,0.66,10,8120
8121,2-12-2014,0.56,62,8121
8122,10-14-2010,0.88,55,8122
8123,2-5-2013,0.62,56,8123
8124,12-11-2019,0.53,8,8124
8125,3-25-2002,0.81,38,8125
8126,5-25-2018,0.51,26,8126
8127,10-5-2001,0.53,0,8127
8128,5-24-2011,0.84,2,8128
8129,7-27-2022,0.69,38,8129
8130,8-24-2015,0.75,19,8130
8131,5-23-2004,0.59,43,8131
8132,11-16-2009,0.74,41,8132
8133,1-4-2017,0.59,90,8133
8134,9-3-2023,0.67,99,8134
8135,9-20-2021,0.66,5,8135
8136,5-14-2015,0.51,52,8136
8137,3-15-2009,0.51,87,8137
8138,1-10-2020,0.98,9,8138
8139,6-30-2017,0.98,73,8139
8140,11-29-2019,0.62,25,8140
8141,1-21-2000,0.89,24,8141
8142,11-20-2009,0.77,98,8142
8143,7-30-2010,0.56,70,8143
8144,10-28-2015,0.85,82,8144
8145,9-2-2019,0.98,99,8145
