transaction_id,sale_price,sale_date,payment_type,property_id
5891,22.0,7-14-2017,Cash,5891
5892,55.0,2-7-2023,Cash,5892
5893,75.0,10-21-2022,Cash,5893
5894,135.0,12-7-2016,Loan,5894
5895,58.0,2-4-2024,Loan,5895
5896,42.0,9-9-2014,Cash,5896
5897,62.0,2-30-2017,Cash,5897
5898,77.5,12-18-2014,Cash,5898
5899,100.0,8-25-2017,Loan,5899
5900,118.0,9-7-2007,Loan,5900
5901,240.0,5-24-2016,Cash,5901
5902,58.0,6-1-2015,Loan,5902
5903,57.15,8-3-2013,Loan,5903
5904,52.0,7-29-2006,Cash,5904
5905,58.0,10-7-2007,Loan,5905
5906,55.0,11-13-2009,Cash,5906
5907,44.0,1-28-2008,Cash,5907
5908,30.715,10-20-2000,Loan,5908
5909,97.0,10-22-2006,Loan,5909
5910,49.35,3-6-2025,Loan,5910
5911,84.0,8-14-2021,Cash,5911
5912,100.0,1-15-2008,Cash,5912
5913,120.0,11-10-2007,Loan,5913
5914,78.65,2-20-2019,Loan,5914
5915,58.0,7-24-2021,Loan,5915
5916,110.0,11-8-2017,Cash,5916
5917,54.24,4-5-2004,Cash,5917
5918,338.0,6-28-2021,Cash,5918
5919,30.0,11-20-2020,Cash,5919
5920,250.0,8-12-2002,Cash,5920
5921,55.0,11-23-2016,Loan,5921
5922,45.0,4-1-2000,Loan,5922
5923,37.6,12-1-2022,Cash,5923
5924,85.0,10-10-2000,Cash,5924
5925,338.0,11-17-2017,Loan,5925
5926,45.0,1-27-2005,Loan,5926
5927,45.0,1-12-2005,Cash,5927
5928,34.13,4-18-2020,Cash,5928
5929,79.19,4-29-2025,Loan,5929
5930,68.0,1-19-2020,Cash,5930
5931,52.43,9-21-2001,Cash,5931
5932,107.0,11-22-2020,Cash,5932
5933,135.0,9-15-2020,Loan,5933
5934,120.0,8-23-2021,Loan,5934
5935,65.0,10-6-2013,Cash,5935
5936,45.75,12-6-2020,Loan,5936
5937,56.0,12-16-2003,Loan,5937
5938,400.0,11-30-2024,Loan,5938
5939,239.0,10-17-2012,Loan,5939
5940,115.89,11-9-2025,Cash,5940
5941,47.88,10-2-2021,Loan,5941
5942,225.0,1-2-2025,Cash,5942
5943,329.0,9-23-2007,Loan,5943
5944,62.4,10-26-2022,Loan,5944
5945,37.85,7-13-2006,Cash,5945
5946,850.0,3-21-2002,Cash,5946
5947,41.0,6-11-2005,Cash,5947
5948,54.8,10-14-2001,Cash,5948
5949,39.37,8-26-2006,Cash,5949
5950,41.2,11-16-2018,Cash,5950
5951,115.0,4-15-2017,Cash,5951
5952,106.0,6-11-2022,Cash,5952
5953,46.6,11-8-2025,Loan,5953
5954,58.0,9-6-2010,Loan,5954
5955,56.0,9-26-2002,Cash,5955
5956,36.0,10-22-2005,Cash,5956
5957,85.0,7-9-2010,Loan,5957
5958,66.0,3-28-2020,Loan,5958
5959,75.0,5-18-2018,Loan,5959
5960,69.0,8-1-2008,Loan,5960
5961,175.0,5-30-2015,Cash,5961
5962,70.0,4-12-2007,Cash,5962
5963,52.0,7-17-2005,Cash,5963
5964,75.0,6-22-2014,Loan,5964
5965,105.0,11-1-2015,Loan,5965
5966,83.0,6-27-2023,Loan,5966
5967,75.0,7-29-2020,Loan,5967
5968,300.0,12-20-2004,Loan,5968
5969,39.0,6-5-2003,Loan,5969
5970,23.0,3-15-2014,Cash,5970
5971,65.0,12-12-2019,Cash,5971
5972,65.0,1-21-2005,Loan,5972
5973,34.0,3-6-2016,Cash,5973
5974,250.0,5-5-2001,Cash,5974
5975,280.0,8-28-2013,Cash,5975
5976,63.0,7-2-2016,Loan,5976
5977,42.0,6-30-2002,Cash,5977
5978,38.41,3-26-2010,Loan,5978
5979,116.0,12-30-2012,Cash,5979
5980,52.0,6-13-2017,Loan,5980
5981,25.38,6-13-2014,Loan,5981
5982,57.0,7-3-2004,Loan,5982
5983,67.73,5-24-2003,Loan,5983
5984,550.0,4-23-2022,Cash,5984
5985,268.5,1-19-2000,Loan,5985
5986,50.0,8-24-2014,Loan,5986
5987,326.0,3-9-2008,Cash,5987
5988,200.0,10-11-2015,Cash,5988
5989,150.0,5-5-2012,Cash,5989
5990,190.0,7-12-2023,Loan,5990
5991,80.0,10-11-2001,Loan,5991
5992,110.0,10-5-2017,Loan,5992
5993,80.0,8-4-2003,Cash,5993
5994,85.0,1-28-2016,Loan,5994
5995,81.0,12-25-2011,Cash,5995
5996,52.0,8-28-2011,Loan,5996
5997,69.5,12-8-2023,Loan,5997
5998,280.0,6-21-2023,Loan,5998
5999,57.91,2-4-2008,Cash,5999
6000,160.0,6-24-2001,Loan,6000
6001,150.0,4-14-2004,Cash,6001
6002,75.0,3-3-2020,Cash,6002
6003,42.0,6-22-2013,Cash,6003
6004,50.0,5-24-2017,Cash,6004
6005,50.0,10-20-2015,Cash,6005
6006,32.49,1-1-2000,Cash,6006
6007,57.2,7-24-2003,Cash,6007
6008,56.99,8-7-2007,Loan,6008
6009,50.0,8-14-2015,Loan,6009
6010,93.0,8-20-2012,Loan,6010
6011,34.3,9-16-2023,Loan,6011
6012,90.0,7-9-2011,Loan,6012
6013,119.0,6-20-2024,Loan,6013
6014,150.0,8-15-2012,Cash,6014
6015,47.0,3-5-2010,Loan,6015
6016,50.0,10-4-2012,Loan,6016
6017,101.0,4-15-2013,Loan,6017
6018,55.0,7-30-2018,Loan,6018
6019,75.6,10-18-2025,Cash,6019
6020,62.0,1-28-2017,Loan,6020
6021,93.0,11-26-2015,Loan,6021
6022,210.0,6-6-2002,Loan,6022
6023,60.0,5-3-2011,Cash,6023
6024,42.0,9-6-2025,Cash,6024
6025,180.0,11-2-2007,Loan,6025
6026,95.1,6-9-2001,Loan,6026
6027,62.8,1-4-2003,Loan,6027
6028,180.0,5-28-2003,Cash,6028
6029,75.0,11-30-2003,Loan,6029
6030,53.0,8-3-2010,Cash,6030
6031,58.99,5-8-2010,Loan,6031
6032,285.0,9-4-2005,Cash,6032
6033,28.88,8-24-2019,Loan,6033
6034,650.0,8-10-2020,Cash,6034
6035,95.0,12-25-2002,Cash,6035
6036,28.88,7-10-2005,Loan,6036
6037,150.0,5-29-2020,Cash,6037
6038,145.0,5-28-2022,Cash,6038
6039,50.0,12-28-2007,Loan,6039
6040,46.0,2-23-2012,Loan,6040
6041,75.0,3-2-2019,Loan,6041
6042,37.72,2-6-2021,Loan,6042
6043,55.0,10-23-2024,Loan,6043
6044,120.0,1-27-2024,Loan,6044
6045,370.0,1-2-2005,Loan,6045
6046,135.0,6-1-2016,Loan,6046
6047,135.0,7-18-2018,Cash,6047
6048,160.0,11-27-2010,Cash,6048
6049,32.25,9-26-2004,Cash,6049
6050,52.5,1-29-2010,Cash,6050
6051,528.0,7-28-2008,Loan,6051
6052,110.0,11-12-2012,Cash,6052
6053,15.5,5-13-2006,Loan,6053
6054,250.0,5-10-2001,Cash,6054
6055,550.0,6-1-2010,Loan,6055
6056,50.58,8-24-2008,Loan,6056
6057,26.0,4-13-2008,Loan,6057
6058,100.0,7-6-2023,Cash,6058
6059,82.0,5-19-2001,Cash,6059
6060,60.0,6-1-2021,Loan,6060
6061,128.0,10-14-2001,Loan,6061
6062,53.0,3-25-2022,Loan,6062
6063,49.0,5-1-2001,Cash,6063
6064,46.0,4-28-2020,Cash,6064
6065,78.3,8-3-2021,Loan,6065
6066,65.0,10-7-2016,Loan,6066
6067,78.0,3-3-2010,Loan,6067
6068,60.0,5-5-2014,Cash,6068
6069,93.5,3-20-2022,Loan,6069
6070,75.0,8-27-2005,Loan,6070
6071,120.0,8-12-2024,Cash,6071
6072,125.0,9-11-2023,Loan,6072
6073,98.0,8-6-2001,Cash,6073
6074,46.0,3-9-2020,Cash,6074
6075,160.0,9-28-2020,Cash,6075
6076,56.0,12-9-2003,Loan,6076
6077,40.39,3-21-2021,Loan,6077
6078,94.0,11-4-2008,Loan,6078
6079,68.0,8-12-2015,Cash,6079
6080,211.0,2-28-2001,Loan,6080
6081,125.0,9-9-2022,Cash,6081
6082,62.0,4-9-2015,Loan,6082
6083,95.0,2-15-2021,Cash,6083
6084,288.0,10-22-2014,Cash,6084
6085,133.0,9-8-2006,Loan,6085
6086,175.0,10-30-2023,Cash,6086
6087,28.88,2-17-2001,Loan,6087
6088,50.0,1-6-2025,Loan,6088
6089,245.0,1-27-2005,Cash,6089
6090,200.0,12-2-2005,Loan,6090
6091,105.0,2-16-2014,Loan,6091
6092,73.0,11-25-2005,Loan,6092
6093,60.0,3-16-2017,Loan,6093
6094,92.0,4-28-2007,Cash,6094
6095,49.8,5-15-2017,Cash,6095
6096,55.0,7-21-2009,Loan,6096
6097,598.0,1-14-2019,Loan,6097
6098,47.0,7-5-2008,Loan,6098
6099,55.0,6-28-2018,Cash,6099
6100,23.0,8-13-2007,Loan,6100
6101,48.48,1-16-2012,Cash,6101
6102,210.0,2-4-2017,Cash,6102
6103,130.0,5-21-2021,Cash,6103
6104,53.0,10-9-2018,Loan,6104
6105,75.0,12-7-2002,Cash,6105
6106,125.0,3-12-2000,Loan,6106
6107,90.0,10-19-2012,Cash,6107
6108,55.0,10-15-2016,Loan,6108
6109,54.35,6-14-2015,Cash,6109
6110,55.0,10-21-2017,Cash,6110
6111,180.0,4-5-2011,Loan,6111
6112,65.0,3-15-2012,Cash,6112
6113,78.0,10-23-2012,Loan,6113
6114,45.9,8-5-2011,Cash,6114
6115,76.0,6-14-2020,Cash,6115
6116,110.0,11-11-2019,Cash,6116
6117,226.0,8-9-2022,Cash,6117
6118,52.45,1-30-2022,Cash,6118
6119,50.0,11-5-2022,Cash,6119
6120,150.0,4-19-2007,Cash,6120
6121,71.0,6-4-2015,Cash,6121
6122,72.5,1-29-2003,Cash,6122
6123,102.0,8-9-2017,Loan,6123
6124,22.5,10-27-2019,Loan,6124
6125,130.0,1-7-2025,Cash,6125
6126,250.0,12-22-2016,Cash,6126
6127,48.0,7-12-2009,Loan,6127
6128,501.0,4-28-2023,Loan,6128
6129,165.0,1-8-2013,Loan,6129
6130,75.0,11-11-2013,Cash,6130
6131,125.0,1-12-2002,Cash,6131
6132,32.5,1-24-2010,Cash,6132
6133,49.5,3-3-2020,Cash,6133
6134,55.5,4-15-2009,Loan,6134
6135,90.0,4-7-2021,Loan,6135
6136,303.0,2-18-2007,Loan,6136
6137,33.64,3-21-2017,Cash,6137
6138,35.11,8-10-2000,Loan,6138
6139,88.0,3-11-2010,Loan,6139
6140,17.0,11-24-2012,Cash,6140
6141,89.0,4-29-2001,Cash,6141
6142,85.73,10-22-2000,Cash,6142
6143,100.0,5-22-2017,Loan,6143
6144,22.0,7-22-2017,Loan,6144
6145,155.0,7-3-2025,Cash,6145
6146,34.0,11-1-2015,Cash,6146
6147,90.0,10-10-2011,Loan,6147
6148,54.0,2-27-2003,Cash,6148
6149,110.0,7-29-2019,Cash,6149
6150,150.0,11-11-2005,Loan,6150
6151,250.0,2-7-2020,Loan,6151
6152,42.0,5-13-2011,Cash,6152
6153,75.0,7-11-2001,Cash,6153
6154,154.0,7-18-2010,Loan,6154
6155,125.0,4-26-2002,Loan,6155
6156,130.0,5-4-2007,Loan,6156
6157,47.0,9-20-2024,Loan,6157
6158,67.12,2-23-2017,Loan,6158
6159,160.0,4-4-2011,Loan,6159
6160,90.0,3-28-2006,Cash,6160
6161,133.0,5-27-2004,Cash,6161
6162,92.0,10-25-2019,Cash,6162
6163,74.4,5-6-2024,Cash,6163
6164,400.0,5-22-2018,Loan,6164
6165,40.17,10-2-2019,Cash,6165
6166,108.0,5-25-2005,Cash,6166
6167,58.0,7-10-2016,Loan,6167
6168,104.0,11-8-2018,Loan,6168
6169,275.0,10-27-2012,Loan,6169
6170,59.99,6-29-2023,Loan,6170
6171,40.0,8-14-2017,Loan,6171
6172,30.29,10-22-2011,Loan,6172
6173,55.0,7-27-2019,Loan,6173
6174,93.0,1-18-2004,Cash,6174
6175,60.0,7-18-2015,Loan,6175
6176,349.0,3-26-2005,Loan,6176
6177,43.0,5-8-2012,Cash,6177
6178,45.0,3-30-2001,Cash,6178
6179,48.0,12-29-2005,Loan,6179
6180,179.0,4-14-2009,Cash,6180
6181,26.0,1-2-2022,Cash,6181
6182,380.0,3-1-2011,Loan,6182
6183,50.0,12-17-2013,Loan,6183
6184,76.0,8-14-2024,Cash,6184
6185,168.0,1-8-2020,Loan,6185
6186,125.0,5-5-2007,Loan,6186
6187,57.0,2-5-2021,Loan,6187
6188,470.0,12-21-2001,Cash,6188
6189,72.0,4-28-2003,Cash,6189
6190,1102.0,4-25-2007,Cash,6190
6191,40.89,7-6-2006,Cash,6191
6192,43.5,8-10-2009,Loan,6192
6193,135.0,10-21-2001,Loan,6193
6194,650.0,6-10-2000,Loan,6194
6195,1100.0,1-22-2017,Loan,6195
6196,49.27,9-17-2015,Cash,6196
6197,60.0,6-10-2008,Cash,6197
6198,100.0,12-3-2004,Loan,6198
6199,65.0,3-17-2022,Cash,6199
6200,61.0,3-26-2024,Loan,6200
6201,46.0,2-25-2005,Cash,6201
6202,33.0,6-20-2013,Cash,6202
6203,135.0,3-2-2010,Loan,6203
6204,190.0,5-14-2023,Loan,6204
6205,388.0,11-17-2006,Loan,6205
6206,56.0,12-30-2009,Cash,6206
6207,45.0,12-10-2008,Loan,6207
6208,105.0,3-8-2000,Loan,6208
6209,149.0,8-10-2006,Loan,6209
6210,79.0,9-4-2010,Cash,6210
6211,115.0,3-4-2021,Cash,6211
6212,40.0,5-15-2016,Loan,6212
6213,220.0,5-2-2001,Cash,6213
6214,160.0,10-16-2005,Loan,6214
6215,90.0,7-24-2014,Cash,6215
6216,86.0,12-14-2000,Loan,6216
6217,50.0,9-17-2024,Loan,6217
6218,98.0,11-2-2009,Cash,6218
6219,70.0,3-22-2021,Cash,6219
6220,65.0,5-18-2002,Cash,6220
6221,75.0,12-5-2005,Cash,6221
6222,52.0,3-9-2010,Cash,6222
6223,48.87,9-8-2013,Cash,6223
6224,56.0,11-3-2020,Cash,6224
6225,341.0,8-14-2003,Cash,6225
6226,39.33,7-1-2001,Cash,6226
6227,92.0,7-16-2016,Cash,6227
6228,40.47,9-5-2000,Cash,6228
6229,84.29,9-5-2022,Loan,6229
6230,150.0,12-2-2021,Loan,6230
6231,99.0,9-28-2025,Loan,6231
6232,32.78,8-12-2014,Loan,6232
6233,45.0,8-26-2007,Cash,6233
6234,105.0,8-19-2025,Loan,6234
6235,50.0,10-30-2007,Cash,6235
6236,58.0,1-16-2009,Loan,6236
6237,60.44,9-15-2022,Loan,6237
6238,55.0,11-29-2003,Cash,6238
6239,62.0,10-9-2006,Cash,6239
6240,26.91,1-26-2011,Loan,6240
6241,45.0,1-9-2005,Cash,6241
6242,65.0,11-25-2023,Loan,6242
6243,119.0,8-2-2012,Loan,6243
6244,85.0,5-9-2021,Cash,6244
6245,65.0,12-25-2021,Cash,6245
6246,42.0,3-20-2007,Cash,6246
6247,51.0,12-21-2018,Cash,6247
6248,250.0,5-4-2002,Cash,6248
6249,55.0,11-3-2004,Cash,6249
6250,160.0,1-19-2018,Loan,6250
6251,150.0,6-22-2006,Cash,6251
6252,29.5,10-15-2012,Cash,6252
6253,89.0,1-1-2018,Cash,6253
6254,83.0,9-8-2022,Loan,6254
6255,39.8,11-2-2019,Cash,6255
6256,167.5,12-20-2016,Loan,6256
6257,55.0,11-19-2025,Cash,6257
6258,37.2,11-14-2009,Loan,6258
6259,140.0,9-8-2025,Cash,6259
6260,60.0,12-3-2000,Cash,6260
6261,76.0,8-2-2020,Loan,6261
6262,63.5,12-19-2012,Loan,6262
6263,65.0,2-3-2012,Loan,6263
6264,90.0,6-29-2011,Loan,6264
6265,155.0,8-27-2005,Loan,6265
6266,142.0,11-4-2025,Cash,6266
6267,43.0,8-7-2019,Loan,6267
6268,48.0,10-21-2003,Cash,6268
6269,67.0,6-11-2013,Loan,6269
6270,76.02,5-7-2003,Cash,6270
6271,358.0,7-29-2007,Cash,6271
6272,95.0,5-29-2005,Cash,6272
6273,65.0,8-13-2023,Loan,6273
6274,972.0,7-24-2017,Cash,6274
6275,154.5,3-15-2008,Cash,6275
6276,103.0,9-23-2001,Loan,6276
6277,53.0,5-28-2015,Cash,6277
6278,111.0,6-13-2001,Cash,6278
6279,46.13,12-20-2012,Loan,6279
6280,37.0,12-28-2008,Loan,6280
6281,61.0,11-4-2017,Cash,6281
6282,225.0,9-24-2007,Cash,6282
6283,80.0,6-14-2018,Cash,6283
6284,77.88,9-24-2013,Cash,6284
6285,110.0,8-15-2004,Cash,6285
6286,46.13,7-26-2018,Cash,6286
6287,46.0,8-29-2016,Loan,6287
6288,78.0,11-23-2002,Cash,6288
6289,155.0,4-14-2007,Loan,6289
6290,130.0,4-3-2022,Loan,6290
6291,39.9,3-15-2015,Cash,6291
6292,80.0,8-25-2011,Loan,6292
6293,105.0,1-5-2009,Loan,6293
6294,120.0,6-9-2015,Loan,6294
6295,200.0,3-23-2019,Cash,6295
6296,84.0,10-2-2000,Cash,6296
6297,81.0,4-4-2016,Cash,6297
6298,130.0,7-16-2001,Cash,6298
6299,39.33,9-16-2015,Loan,6299
6300,98.0,5-26-2021,Loan,6300
6301,92.0,2-29-2017,Cash,6301
6302,55.0,7-18-2001,Loan,6302
6303,69.34,9-24-2017,Loan,6303
6304,76.0,8-28-2016,Loan,6304
6305,47.0,8-1-2005,Loan,6305
6306,180.0,2-30-2018,Cash,6306
6307,60.0,11-9-2001,Loan,6307
6308,60.0,11-15-2003,Loan,6308
6309,180.0,4-25-2017,Loan,6309
6310,64.0,10-12-2005,Cash,6310
6311,54.59,12-16-2016,Loan,6311
6312,48.33,3-23-2022,Loan,6312
6313,58.0,6-19-2000,Loan,6313
6314,90.0,9-9-2024,Cash,6314
6315,150.0,8-25-2011,Loan,6315
6316,60.0,10-23-2006,Cash,6316
6317,51.5,5-28-2016,Cash,6317
6318,136.0,2-30-2014,Loan,6318
6319,65.0,10-22-2009,Cash,6319
6320,92.13,3-18-2003,Loan,6320
6321,80.0,3-8-2014,Loan,6321
6322,65.0,7-30-2012,Loan,6322
6323,55.38,6-19-2024,Loan,6323
6324,79.0,10-29-2024,Cash,6324
6325,67.0,6-10-2000,Cash,6325
6326,56.0,5-28-2013,Cash,6326
6327,27.0,10-17-2016,Cash,6327
6328,17.5,3-1-2008,Loan,6328
6329,25.0,2-28-2011,Loan,6329
6330,16.45,8-11-2002,Cash,6330
6331,44.0,6-7-2010,Cash,6331
6332,68.0,9-13-2017,Loan,6332
6333,200.0,4-24-2010,Loan,6333
6334,158.5,9-28-2004,Loan,6334
6335,73.0,7-9-2011,Cash,6335
6336,65.0,11-20-2003,Loan,6336
6337,550.0,8-30-2012,Loan,6337
6338,110.0,9-21-2012,Cash,6338
6339,24.0,11-20-2003,Loan,6339
6340,50.0,1-17-2012,Cash,6340
6341,58.0,3-3-2009,Loan,6341
6342,329.0,6-9-2016,Cash,6342
6343,70.445,4-1-2007,Loan,6343
6344,53.0,12-22-2021,Cash,6344
6345,130.0,10-19-2012,Cash,6345
6346,46.5,3-16-2008,Cash,6346
6347,40.9,11-16-2019,Loan,6347
6348,335.0,4-26-2023,Cash,6348
6349,55.0,7-7-2013,Cash,6349
6350,815.0,5-13-2010,Loan,6350
6351,54.0,12-1-2006,Loan,6351
6352,65.0,7-4-2008,Cash,6352
6353,44.17,2-23-2003,Cash,6353
6354,95.0,11-18-2000,Cash,6354
6355,39.0,12-4-2004,Cash,6355
6356,56.4,12-2-2009,Cash,6356
6357,47.0,9-21-2000,Cash,6357
6358,75.97,7-24-2013,Loan,6358
6359,158.0,2-22-2023,Cash,6359
6360,88.0,7-6-2008,Cash,6360
6361,115.0,10-12-2014,Cash,6361
6362,58.0,7-6-2024,Cash,6362
6363,51.5,4-23-2003,Loan,6363
6364,125.0,8-11-2019,Cash,6364
6365,24.0,4-23-2009,Cash,6365
6366,50.0,3-18-2002,Cash,6366
6367,180.0,11-30-2013,Cash,6367
6368,26.9,12-24-2001,Cash,6368
6369,27.0,2-15-2010,Cash,6369
6370,50.0,6-1-2014,Cash,6370
6371,56.0,2-12-2001,Loan,6371
6372,121.0,4-8-2007,Cash,6372
6373,51.0,10-29-2015,Cash,6373
6374,58.0,8-6-2009,Loan,6374
6375,49.0,8-24-2010,Loan,6375
6376,64.0,9-2-2012,Loan,6376
6377,69.0,3-29-2020,Cash,6377
6378,35.0,6-9-2019,Loan,6378
6379,33.92,1-11-2012,Cash,6379
6380,260.0,2-18-2009,Loan,6380
6381,38.0,5-19-2025,Loan,6381
6382,75.0,4-5-2010,Loan,6382
6383,47.57,1-13-2018,Loan,6383
6384,59.0,4-27-2010,Loan,6384
6385,53.76,10-10-2005,Cash,6385
6386,34.555,7-16-2018,Loan,6386
6387,99.0,2-12-2014,Loan,6387
6388,95.0,8-21-2004,Cash,6388
6389,58.0,5-17-2004,Loan,6389
6390,48.0,3-20-2004,Cash,6390
6391,45.87,4-26-2013,Cash,6391
6392,75.0,6-4-2019,Loan,6392
6393,600.0,3-30-2015,Loan,6393
6394,90.0,9-30-2002,Loan,6394
6395,88.0,3-7-2009,Loan,6395
6396,30.88,2-2-2019,Cash,6396
6397,80.0,10-2-2000,Loan,6397
6398,87.0,6-2-2006,Loan,6398
6399,25.0,1-27-2011,Cash,6399
6400,43.0,10-12-2010,Loan,6400
6401,87.0,7-9-2015,Cash,6401
6402,73.0,5-14-2013,Loan,6402
6403,70.0,10-23-2025,Cash,6403
6404,39.99,10-24-2012,Loan,6404
6405,42.0,8-24-2017,Loan,6405
6406,310.0,2-12-2007,Cash,6406
6407,65.0,4-9-2009,Loan,6407
6408,51.0,4-7-2025,Loan,6408
6409,35.5,9-13-2019,Loan,6409
6410,28.0,8-4-2025,Cash,6410
6411,78.65,5-21-2009,Loan,6411
6412,68.0,2-27-2009,Cash,6412
6413,85.0,3-24-2012,Loan,6413
6414,101.0,7-19-2016,Loan,6414
6415,36.6,4-10-2006,Loan,6415
6416,54.0,3-29-2013,Loan,6416
6417,70.0,6-27-2008,Cash,6417
6418,41.0,12-25-2015,Cash,6418
6419,185.0,1-23-2009,Loan,6419
6420,65.0,10-15-2005,Loan,6420
6421,2250.0,9-17-2013,Loan,6421
6422,400.0,9-16-2007,Loan,6422
6423,26.73,7-29-2020,Cash,6423
6424,59.2,1-10-2007,Loan,6424
6425,153.0,9-28-2002,Loan,6425
6426,210.0,12-18-2023,Cash,6426
6427,250.0,10-24-2013,Cash,6427
6428,45.0,5-3-2021,Cash,6428
6429,65.0,5-29-2006,Cash,6429
6430,53.55,12-8-2006,Cash,6430
6431,77.0,1-24-2012,Cash,6431
6432,90.0,3-28-2012,Loan,6432
6433,52.0,2-9-2001,Cash,6433
6434,36.0,8-10-2006,Cash,6434
6435,35.27,11-16-2018,Cash,6435
6436,65.0,2-13-2010,Cash,6436
6437,225.0,12-7-2018,Loan,6437
6438,65.0,2-23-2001,Cash,6438
6439,106.0,7-10-2022,Loan,6439
6440,99.0,1-12-2011,Loan,6440
6441,68.0,6-6-2008,Loan,6441
6442,60.0,8-26-2021,Loan,6442
6443,68.4,12-8-2002,Loan,6443
6444,77.5,5-26-2005,Cash,6444
6445,48.0,2-23-2025,Loan,6445
6446,145.0,1-25-2025,Loan,6446
6447,36.0,10-19-2018,Loan,6447
6448,36.5,3-29-2021,Cash,6448
6449,82.62,2-29-2009,Loan,6449
6450,75.0,6-17-2012,Cash,6450
6451,190.0,8-12-2000,Loan,6451
6452,45.0,12-30-2005,Cash,6452
6453,369.0,9-22-2011,Loan,6453
6454,62.0,10-21-2011,Cash,6454
6455,113.0,7-5-2023,Loan,6455
6456,131.0,9-3-2013,Loan,6456
6457,1000.0,9-18-2025,Cash,6457
6458,90.0,5-25-2008,Cash,6458
6459,67.32,7-28-2013,Loan,6459
6460,42.0,1-16-2017,Cash,6460
6461,46.5,12-13-2019,Loan,6461
6462,34.0,9-26-2021,Cash,6462
6463,36.0,12-27-2024,Loan,6463
6464,55.0,10-25-2024,Loan,6464
6465,131.0,1-17-2025,Loan,6465
6466,40.0,5-4-2016,Loan,6466
6467,37.0,5-27-2013,Loan,6467
6468,100.0,6-25-2013,Cash,6468
6469,75.17,3-25-2020,Loan,6469
6470,450.0,2-24-2002,Loan,6470
6471,48.0,2-6-2002,Loan,6471
6472,46.0,7-7-2022,Loan,6472
6473,220.0,5-9-2015,Cash,6473
6474,110.0,7-14-2018,Loan,6474
6475,40.44,8-13-2021,Cash,6475
6476,108.0,10-5-2020,Loan,6476
6477,60.0,3-22-2000,Cash,6477
6478,27.0,5-11-2006,Loan,6478
6479,42.0,9-15-2010,Cash,6479
6480,60.0,3-8-2012,Cash,6480
6481,30.215,2-23-2005,Loan,6481
6482,135.0,11-25-2011,Cash,6482
6483,59.0,7-22-2013,Loan,6483
6484,156.0,2-23-2013,Cash,6484
6485,135.0,12-11-2020,Loan,6485
6486,150.0,6-15-2009,Loan,6486
6487,52.5,6-11-2016,Cash,6487
6488,310.0,12-11-2018,Cash,6488
6489,69.0,8-4-2010,Cash,6489
6490,87.0,11-25-2014,Loan,6490
6491,75.0,9-17-2011,Loan,6491
6492,57.0,5-27-2020,Loan,6492
6493,65.0,8-10-2005,Cash,6493
6494,51.5,6-25-2024,Cash,6494
6495,38.49,2-26-2021,Loan,6495
6496,58.0,3-22-2009,Loan,6496
6497,46.76,5-9-2022,Loan,6497
6498,55.0,5-9-2003,Loan,6498
6499,34.82,10-25-2016,Cash,6499
6500,44.0,5-12-2012,Cash,6500
6501,42.0,2-6-2013,Loan,6501
6502,125.0,9-24-2008,Cash,6502
6503,90.63,9-18-2014,Loan,6503
6504,148.0,1-24-2000,Cash,6504
6505,270.0,4-23-2002,Cash,6505
6506,130.0,3-10-2011,Loan,6506
6507,120.0,3-14-2008,Loan,6507
6508,104.0,2-13-2000,Cash,6508
6509,116.0,6-24-2016,Loan,6509
6510,80.0,5-19-2004,Loan,6510
6511,38.0,4-9-2021,Loan,6511
6512,64.0,10-27-2000,Loan,6512
6513,89.0,8-2-2009,Loan,6513
6514,69.0,10-8-2001,Cash,6514
6515,56.13,7-18-2023,Loan,6515
6516,93.15,10-27-2009,Loan,6516
6517,57.5,2-23-2024,Loan,6517
6518,29.0,4-22-2019,Cash,6518
6519,62.0,10-25-2023,Loan,6519
6520,50.0,6-18-2024,Loan,6520
6521,35.0,7-22-2014,Loan,6521
6522,71.89,5-4-2017,Cash,6522
6523,90.0,11-8-2014,Loan,6523
6524,130.0,8-16-2015,Loan,6524
6525,16.45,6-6-2018,Loan,6525
6526,44.0,3-27-2011,Loan,6526
6527,82.0,1-5-2004,Cash,6527
6528,129.0,5-29-2020,Loan,6528
6529,46.5,6-14-2008,Cash,6529
6530,45.0,8-2-2019,Cash,6530
6531,280.0,1-28-2021,Cash,6531
6532,125.0,8-14-2015,Cash,6532
6533,300.0,11-6-2009,Loan,6533
6534,125.0,4-16-2010,Loan,6534
6535,80.0,2-7-2017,Cash,6535
6536,63.0,11-11-2009,Loan,6536
6537,88.0,10-19-2014,Loan,6537
6538,185.0,11-20-2006,Cash,6538
6539,195.0,5-19-2016,Cash,6539
6540,250.0,9-18-2007,Cash,6540
6541,45.0,8-19-2018,Loan,6541
6542,100.0,11-5-2025,Cash,6542
6543,150.0,11-3-2003,Loan,6543
6544,130.0,12-6-2004,Loan,6544
6545,140.0,4-21-2001,Cash,6545
6546,43.94,10-9-2018,Cash,6546
6547,72.54,5-23-2011,Cash,6547
6548,48.0,6-7-2019,Loan,6548
6549,306.0,9-18-2012,Cash,6549
6550,145.0,12-11-2010,Cash,6550
6551,59.0,5-15-2017,Loan,6551
6552,550.0,1-25-2024,Loan,6552
6553,73.5,11-26-2009,Cash,6553
6554,75.0,12-4-2017,Loan,6554
6555,192.0,2-13-2022,Loan,6555
