feature_id,property_id,feature_name,feature_value
23097,7699,society,Vithm R
23098,7700,bath,3.0
23099,7700,balcony,2.0
23100,7700,society,V2gesre
23101,7701,bath,3.0
23102,7701,balcony,2.0
23103,7701,society,
23104,7702,bath,2.0
23105,7702,balcony,2.0
23106,7702,society,
23107,7703,bath,2.0
23108,7703,balcony,1.0
23109,7703,society,Bhmesy 
23110,7704,bath,6.0
23111,7704,balcony,3.0
23112,7704,society,
23113,7705,bath,4.0
23114,7705,balcony,2.0
23115,7705,society,
23116,7706,bath,2.0
23117,7706,balcony,2.0
23118,7706,society,PaontWa
23119,7707,bath,3.0
23120,7707,balcony,1.0
23121,7707,society,Dieldli
23122,7708,bath,2.0
23123,7708,balcony,1.0
23124,7708,society,Prtates
23125,7709,bath,1.0
23126,7709,balcony,1.0
23127,7709,society,Prensya
23128,7710,bath,7.0
23129,7710,balcony,2.0
23130,7710,society,
23131,7711,bath,2.0
23132,7711,balcony,2.0
23133,7711,society,
23134,7712,bath,5.0
23135,7712,balcony,2.0
23136,7712,society,
23137,7713,bath,3.0
23138,7713,balcony,2.0
23139,7713,society,PrityTr
23140,7714,bath,2.0
23141,7714,balcony,2.0
23142,7714,society,Shxorm 
23143,7715,bath,3.0
23144,7715,balcony,3.0
23145,7715,society,Vancyat
23146,7716,bath,2.0
23147,7716,balcony,1.0
23148,7716,society,
23149,7717,bath,3.0
23150,7717,balcony,
23151,7717,society,Nillsre
23152,7718,bath,3.0
23153,7718,balcony,1.0
23154,7718,society,Bhe 2ko
23155,7719,bath,6.0
23156,7719,balcony,0.0
23157,7719,society,Cetattu
23158,7720,bath,3.0
23159,7720,balcony,1.0
23160,7720,society,
23161,7721,bath,3.0
23162,7721,balcony,1.0
23163,7721,society,
23164,7722,bath,3.0
23165,7722,balcony,2.0
23166,7722,society,
23167,7723,bath,2.0
23168,7723,balcony,2.0
23169,7723,society,Suurtni
23170,7724,bath,3.0
23171,7724,balcony,2.0
23172,7724,society,Arentra
23173,7725,bath,1.0
23174,7725,balcony,0.0
23175,7725,society,
23176,7726,bath,2.0
23177,7726,balcony,1.0
23178,7726,society,Soresea
23179,7727,bath,1.0
23180,7727,balcony,0.0
23181,7727,society,
23182,7728,bath,6.0
23183,7728,balcony,
23184,7728,society,
23185,7729,bath,2.0
23186,7729,balcony,3.0
23187,7729,society,
23188,7730,bath,2.0
23189,7730,balcony,0.0
23190,7730,society,
23191,7731,bath,3.0
23192,7731,balcony,1.0
23193,7731,society,
23194,7732,bath,3.0
23195,7732,balcony,2.0
23196,7732,society,
23197,7733,bath,2.0
23198,7733,balcony,3.0
23199,7733,society,
23200,7734,bath,9.0
23201,7734,balcony,
23202,7734,society,
23203,7735,bath,2.0
23204,7735,balcony,1.0
23205,7735,society,CoaveAt
23206,7736,bath,5.0
23207,7736,balcony,0.0
23208,7736,society,
23209,7737,bath,2.0
23210,7737,balcony,3.0
23211,7737,society,Ciques 
23212,7738,bath,2.0
23213,7738,balcony,2.0
23214,7738,society,
23215,7739,bath,2.0
23216,7739,balcony,1.0
23217,7739,society,
23218,7740,bath,2.0
23219,7740,balcony,2.0
23220,7740,society,SrireSo
23221,7741,bath,5.0
23222,7741,balcony,1.0
23223,7741,society,Brica E
23224,7742,bath,2.0
23225,7742,balcony,2.0
23226,7742,society,Trows M
23227,7743,bath,2.0
23228,7743,balcony,2.0
23229,7743,society,Saageat
23230,7744,bath,3.0
23231,7744,balcony,2.0
23232,7744,society,SoosePr
23233,7745,bath,2.0
23234,7745,balcony,2.0
23235,7745,society,
23236,7746,bath,3.0
23237,7746,balcony,2.0
23238,7746,society,Soitya 
23239,7747,bath,2.0
23240,7747,balcony,3.0
23241,7747,society,
23242,7748,bath,1.0
23243,7748,balcony,0.0
23244,7748,society,Bhe 2ko
23245,7749,bath,2.0
23246,7749,balcony,2.0
23247,7749,society,Sothin 
23248,7750,bath,3.0
23249,7750,balcony,3.0
23250,7750,society,
23251,7751,bath,6.0
23252,7751,balcony,1.0
23253,7751,society,Prasa W
23254,7752,bath,2.0
23255,7752,balcony,2.0
23256,7752,society,MenueNo
23257,7753,bath,2.0
23258,7753,balcony,2.0
23259,7753,society,Jaw 2 L
23260,7754,bath,2.0
23261,7754,balcony,1.0
23262,7754,society,
23263,7755,bath,2.0
23264,7755,balcony,1.0
23265,7755,society,Sryalan
23266,7756,bath,2.0
23267,7756,balcony,1.0
23268,7756,society,
23269,7757,bath,4.0
23270,7757,balcony,2.0
23271,7757,society,Raard B
23272,7758,bath,1.0
23273,7758,balcony,0.0
23274,7758,society,PavanSa
23275,7759,bath,2.0
23276,7759,balcony,2.0
23277,7759,society,
23278,7760,bath,3.0
23279,7760,balcony,2.0
23280,7760,society,Soitya 
23281,7761,bath,2.0
23282,7761,balcony,2.0
23283,7761,society,
23284,7762,bath,2.0
23285,7762,balcony,2.0
23286,7762,society,Pridei 
23287,7763,bath,4.0
23288,7763,balcony,0.0
23289,7763,society,
23290,7764,bath,6.0
23291,7764,balcony,3.0
23292,7764,society,
23293,7765,bath,3.0
23294,7765,balcony,2.0
23295,7765,society,
23296,7766,bath,2.0
23297,7766,balcony,1.0
23298,7766,society,
23299,7767,bath,2.0
23300,7767,balcony,1.0
23301,7767,society,
23302,7768,bath,2.0
23303,7768,balcony,2.0
23304,7768,society,
23305,7769,bath,3.0
23306,7769,balcony,1.0
23307,7769,society,Bhmesy 
23308,7770,bath,3.0
23309,7770,balcony,3.0
23310,7770,society,Sabixtt
23311,7771,bath,2.0
23312,7771,balcony,1.0
23313,7771,society,Sohid O
23314,7772,bath,2.0
23315,7772,balcony,1.0
23316,7772,society,Rasom B
23317,7773,bath,2.0
23318,7773,balcony,2.0
23319,7773,society,Shateor
23320,7774,bath,2.0
23321,7774,balcony,1.0
23322,7774,society,Unm 2El
23323,7775,bath,3.0
23324,7775,balcony,2.0
23325,7775,society,SoitaCa
23326,7776,bath,2.0
23327,7776,balcony,2.0
23328,7776,society,
23329,7777,bath,2.0
23330,7777,balcony,2.0
23331,7777,society,
23332,7778,bath,4.0
23333,7778,balcony,2.0
23334,7778,society,SoisoCa
23335,7779,bath,2.0
23336,7779,balcony,1.0
23337,7779,society,VBeriav
23338,7780,bath,2.0
23339,7780,balcony,2.0
23340,7780,society,Itvir M
23341,7781,bath,2.0
23342,7781,balcony,1.0
23343,7781,society,PrityTr
23344,7782,bath,3.0
23345,7782,balcony,2.0
23346,7782,society,Bustain
23347,7783,bath,2.0
23348,7783,balcony,2.0
23349,7783,society,
23350,7784,bath,4.0
23351,7784,balcony,2.0
23352,7784,society,
23353,7785,bath,3.0
23354,7785,balcony,2.0
23355,7785,society,DLhtsan
23356,7786,bath,2.0
23357,7786,balcony,2.0
23358,7786,society,
23359,7787,bath,3.0
23360,7787,balcony,2.0
23361,7787,society,MSureRR
23362,7788,bath,3.0
23363,7788,balcony,2.0
23364,7788,society,
23365,7789,bath,3.0
23366,7789,balcony,2.0
23367,7789,society,
23368,7790,bath,3.0
23369,7790,balcony,3.0
23370,7790,society,Brway G
23371,7791,bath,2.0
23372,7791,balcony,2.0
23373,7791,society,Srsica 
23374,7792,bath,2.0
23375,7792,balcony,1.0
23376,7792,society,Koagati
23377,7793,bath,3.0
23378,7793,balcony,2.0
23379,7793,society,
23380,7794,bath,2.0
23381,7794,balcony,2.0
23382,7794,society,Suvals 
23383,7795,bath,2.0
23384,7795,balcony,3.0
23385,7795,society,MItatHa
23386,7796,bath,3.0
23387,7796,balcony,3.0
23388,7796,society,JRrnauv
23389,7797,bath,2.0
23390,7797,balcony,2.0
23391,7797,society,Prncy R
23392,7798,bath,6.0
23393,7798,balcony,0.0
23394,7798,society,Pruthg 
23395,7799,bath,2.0
23396,7799,balcony,2.0
23397,7799,society,
23398,7800,bath,2.0
23399,7800,balcony,2.0
23400,7800,society,MJtroty
23401,7801,bath,1.0
23402,7801,balcony,0.0
23403,7801,society,
23404,7802,bath,4.0
23405,7802,balcony,2.0
23406,7802,society,Vaidsi 
23407,7803,bath,4.0
23408,7803,balcony,2.0
23409,7803,society,RMudeat
23410,7804,bath,2.0
23411,7804,balcony,2.0
23412,7804,society,Sastaat
23413,7805,bath,2.0
23414,7805,balcony,1.0
23415,7805,society,GrrvaGr
23416,7806,bath,2.0
23417,7806,balcony,1.0
23418,7806,society,DSionhe
23419,7807,bath,4.0
23420,7807,balcony,2.0
23421,7807,society,Prtanha
23422,7808,bath,2.0
23423,7808,balcony,1.0
23424,7808,society,KKersow
23425,7809,bath,3.0
23426,7809,balcony,2.0
23427,7809,society,
23428,7810,bath,3.0
23429,7810,balcony,2.0
23430,7810,society,PrityTr
23431,7811,bath,3.0
23432,7811,balcony,1.0
23433,7811,society,
23434,7812,bath,5.0
23435,7812,balcony,
23436,7812,society,Skdia A
23437,7813,bath,2.0
23438,7813,balcony,1.0
23439,7813,society,
23440,7814,bath,3.0
23441,7814,balcony,1.0
23442,7814,society,MSuntra
23443,7815,bath,2.0
23444,7815,balcony,2.0
23445,7815,society,Unateit
23446,7816,bath,2.0
23447,7816,balcony,1.0
23448,7816,society,Indesve
23449,7817,bath,2.0
23450,7817,balcony,2.0
23451,7817,society,Sastaat
23452,7818,bath,2.0
23453,7818,balcony,3.0
23454,7818,society,Pancy R
23455,7819,bath,3.0
23456,7819,balcony,0.0
23457,7819,society,
23458,7820,bath,2.0
23459,7820,balcony,1.0
23460,7820,society,
23461,7821,bath,5.0
23462,7821,balcony,3.0
23463,7821,society,
23464,7822,bath,2.0
23465,7822,balcony,1.0
23466,7822,society,Magiaya
23467,7823,bath,3.0
23468,7823,balcony,2.0
23469,7823,society,GoAirej
23470,7824,bath,5.0
23471,7824,balcony,3.0
23472,7824,society,Prtates
23473,7825,bath,1.0
23474,7825,balcony,1.0
23475,7825,society,
23476,7826,bath,1.0
23477,7826,balcony,1.0
23478,7826,society,Itelaa 
23479,7827,bath,2.0
23480,7827,balcony,1.0
23481,7827,society,
23482,7828,bath,3.0
23483,7828,balcony,1.0
23484,7828,society,Pruthg 
23485,7829,bath,6.0
23486,7829,balcony,3.0
23487,7829,society,
23488,7830,bath,2.0
23489,7830,balcony,2.0
23490,7830,society,
23491,7831,bath,3.0
23492,7831,balcony,2.0
23493,7831,society,Pridei 
23494,7832,bath,4.0
23495,7832,balcony,2.0
23496,7832,society,
23497,7833,bath,6.0
23498,7833,balcony,2.0
23499,7833,society,Sotosty
23500,7834,bath,1.0
23501,7834,balcony,1.0
23502,7834,society,
23503,7835,bath,2.0
23504,7835,balcony,3.0
23505,7835,society,Veales 
23506,7836,bath,2.0
23507,7836,balcony,1.0
23508,7836,society,DSndsod
23509,7837,bath,3.0
23510,7837,balcony,3.0
23511,7837,society,
23512,7838,bath,4.0
23513,7838,balcony,2.0
23514,7838,society,
23515,7839,bath,3.0
23516,7839,balcony,3.0
23517,7839,society,
23518,7840,bath,2.0
23519,7840,balcony,1.0
23520,7840,society,
23521,7841,bath,2.0
23522,7841,balcony,3.0
23523,7841,society,
23524,7842,bath,5.0
23525,7842,balcony,2.0
23526,7842,society,
23527,7843,bath,1.0
23528,7843,balcony,1.0
23529,7843,society,Oreldhi
23530,7844,bath,1.0
23531,7844,balcony,0.0
23532,7844,society,Somns T
23533,7845,bath,3.0
23534,7845,balcony,1.0
23535,7845,society,GrrvaGr
23536,7846,bath,2.0
23537,7846,balcony,1.0
23538,7846,society,
23539,7847,bath,2.0
23540,7847,balcony,1.0
23541,7847,society,AReenui
23542,7848,bath,1.0
23543,7848,balcony,1.0
23544,7848,society,Jae 1ke
23545,7849,bath,1.0
23546,7849,balcony,1.0
23547,7849,society,Pu270a 
23548,7850,bath,6.0
23549,7850,balcony,2.0
23550,7850,society,
23551,7851,bath,5.0
23552,7851,balcony,2.0
23553,7851,society,
23554,7852,bath,5.0
23555,7852,balcony,
23556,7852,society,
23557,7853,bath,4.0
23558,7853,balcony,3.0
23559,7853,society,
23560,7854,bath,3.0
23561,7854,balcony,2.0
23562,7854,society,
23563,7855,bath,3.0
23564,7855,balcony,2.0
23565,7855,society,PaontWa
23566,7856,bath,4.0
23567,7856,balcony,1.0
23568,7856,society,Adowslm
23569,7857,bath,2.0
23570,7857,balcony,2.0
23571,7857,society,RailsDa
23572,7858,bath,3.0
23573,7858,balcony,2.0
23574,7858,society,Bhmesy 
23575,7859,bath,1.0
23576,7859,balcony,1.0
23577,7859,society,PrarePa
23578,7860,bath,5.0
23579,7860,balcony,2.0
23580,7860,society,
23581,7861,bath,4.0
23582,7861,balcony,2.0
23583,7861,society,
23584,7862,bath,4.0
23585,7862,balcony,2.0
23586,7862,society,DNionfl
23587,7863,bath,3.0
23588,7863,balcony,2.0
23589,7863,society,NCarkna
23590,7864,bath,2.0
23591,7864,balcony,3.0
23592,7864,society,
23593,7865,bath,3.0
23594,7865,balcony,3.0
23595,7865,society,Sravehi
23596,7866,bath,4.0
23597,7866,balcony,
23598,7866,society,
23599,7867,bath,3.0
23600,7867,balcony,2.0
23601,7867,society,Skacak 
23602,7868,bath,2.0
23603,7868,balcony,2.0
23604,7868,society,
23605,7869,bath,2.0
23606,7869,balcony,2.0
23607,7869,society,SMncyy 
23608,7870,bath,5.0
23609,7870,balcony,2.0
23610,7870,society,Prsisge
23611,7871,bath,2.0
23612,7871,balcony,1.0
23613,7871,society,Brnia G
23614,7872,bath,3.0
23615,7872,balcony,3.0
23616,7872,society,
23617,7873,bath,1.0
23618,7873,balcony,0.0
23619,7873,society,
23620,7874,bath,3.0
23621,7874,balcony,0.0
23622,7874,society,AritaFe
23623,7875,bath,3.0
23624,7875,balcony,2.0
23625,7875,society,
23626,7876,bath,1.0
23627,7876,balcony,0.0
23628,7876,society,Shiaa S
23629,7877,bath,3.0
23630,7877,balcony,1.0
23631,7877,society,
23632,7878,bath,3.0
23633,7878,balcony,0.0
23634,7878,society,
23635,7879,bath,2.0
23636,7879,balcony,1.0
23637,7879,society,
23638,7880,bath,2.0
23639,7880,balcony,1.0
23640,7880,society,Asintas
23641,7881,bath,4.0
23642,7881,balcony,1.0
23643,7881,society,SNe 2ev
23644,7882,bath,2.0
23645,7882,balcony,2.0
23646,7882,society,
23647,7883,bath,2.0
23648,7883,balcony,1.0
23649,7883,society,SMuilan
23650,7884,bath,3.0
23651,7884,balcony,2.0
23652,7884,society,LeeyaCa
23653,7885,bath,1.0
23654,7885,balcony,0.0
23655,7885,society,
23656,7886,bath,2.0
23657,7886,balcony,1.0
23658,7886,society,SNity S
23659,7887,bath,6.0
23660,7887,balcony,0.0
23661,7887,society,
23662,7888,bath,4.0
23663,7888,balcony,2.0
23664,7888,society,Prigh L
23665,7889,bath,2.0
23666,7889,balcony,2.0
23667,7889,society,
23668,7890,bath,2.0
23669,7890,balcony,1.0
23670,7890,society,
23671,7891,bath,2.0
23672,7891,balcony,2.0
23673,7891,society,
23674,7892,bath,2.0
23675,7892,balcony,1.0
23676,7892,society,
23677,7893,bath,5.0
23678,7893,balcony,3.0
23679,7893,society,
23680,7894,bath,2.0
23681,7894,balcony,1.0
23682,7894,society,Conixt 
23683,7895,bath,5.0
23684,7895,balcony,3.0
23685,7895,society,UKe 2nz
23686,7896,bath,4.0
23687,7896,balcony,1.0
23688,7896,society,
23689,7897,bath,4.0
23690,7897,balcony,1.0
23691,7897,society,Puallhi
23692,7898,bath,3.0
23693,7898,balcony,1.0
23694,7898,society,Saciatt
23695,7899,bath,3.0
23696,7899,balcony,1.0
23697,7899,society,
23698,7900,bath,2.0
23699,7900,balcony,1.0
23700,7900,society,DSoodil
23701,7901,bath,3.0
23702,7901,balcony,2.0
23703,7901,society,
23704,7902,bath,1.0
23705,7902,balcony,1.0
23706,7902,society,
23707,7903,bath,3.0
23708,7903,balcony,1.0
23709,7903,society,
23710,7904,bath,2.0
23711,7904,balcony,2.0
23712,7904,society,P num P
23713,7905,bath,2.0
23714,7905,balcony,2.0
23715,7905,society,
23716,7906,bath,2.0
23717,7906,balcony,2.0
23718,7906,society,Hedosme
23719,7907,bath,5.0
23720,7907,balcony,3.0
23721,7907,society,
23722,7908,bath,2.0
23723,7908,balcony,3.0
23724,7908,society,Mosom B
23725,7909,bath,1.0
23726,7909,balcony,2.0
23727,7909,society,Hoxiaa 
23728,7910,bath,2.0
23729,7910,balcony,1.0
23730,7910,society,Skume R
23731,7911,bath,4.0
23732,7911,balcony,0.0
23733,7911,society,
23734,7912,bath,2.0
23735,7912,balcony,1.0
23736,7912,society,Mancyes
23737,7913,bath,2.0
23738,7913,balcony,1.0
23739,7913,society,
23740,7914,bath,2.0
23741,7914,balcony,1.0
23742,7914,society,Wiowsri
23743,7915,bath,2.0
23744,7915,balcony,2.0
23745,7915,society,
23746,7916,bath,2.0
23747,7916,balcony,1.0
23748,7916,society,
23749,7917,bath,2.0
23750,7917,balcony,3.0
23751,7917,society,CaestSr
23752,7918,bath,5.0
23753,7918,balcony,2.0
23754,7918,society,
23755,7919,bath,2.0
23756,7919,balcony,1.0
23757,7919,society,Prersis
23758,7920,bath,1.0
23759,7920,balcony,0.0
23760,7920,society,DSdidSp
23761,7921,bath,2.0
23762,7921,balcony,1.0
23763,7921,society,DSestma
23764,7922,bath,
23765,7922,balcony,
23766,7922,society,PualeSk
23767,7923,bath,2.0
23768,7923,balcony,2.0
23769,7923,society,KHage G
23770,7924,bath,2.0
23771,7924,balcony,2.0
23772,7924,society,KHage G
23773,7925,bath,3.0
23774,7925,balcony,3.0
23775,7925,society,
23776,7926,bath,3.0
23777,7926,balcony,2.0
23778,7926,society,
23779,7927,bath,3.0
23780,7927,balcony,
23781,7927,society,
23782,7928,bath,2.0
23783,7928,balcony,1.0
23784,7928,society,Raony C
23785,7929,bath,2.0
23786,7929,balcony,1.0
23787,7929,society,
23788,7930,bath,2.0
23789,7930,balcony,1.0
23790,7930,society,
23791,7931,bath,3.0
23792,7931,balcony,2.0
23793,7931,society,Prillot
23794,7932,bath,2.0
23795,7932,balcony,1.0
23796,7932,society,Keers S
23797,7933,bath,1.0
23798,7933,balcony,2.0
23799,7933,society,SNityVe
23800,7934,bath,3.0
23801,7934,balcony,2.0
23802,7934,society,BrlisCo
23803,7935,bath,4.0
23804,7935,balcony,1.0
23805,7935,society,
23806,7936,bath,2.0
23807,7936,balcony,
23808,7936,society,
23809,7937,bath,2.0
23810,7937,balcony,1.0
23811,7937,society,
23812,7938,bath,3.0
23813,7938,balcony,2.0
23814,7938,society,Naiewre
23815,7939,bath,2.0
23816,7939,balcony,2.0
23817,7939,society,DSons S
23818,7940,bath,2.0
23819,7940,balcony,1.0
23820,7940,society,
23821,7941,bath,3.0
23822,7941,balcony,1.0
23823,7941,society,
23824,7942,bath,2.0
23825,7942,balcony,1.0
23826,7942,society,Riave E
23827,7943,bath,4.0
23828,7943,balcony,2.0
23829,7943,society,
23830,7944,bath,2.0
23831,7944,balcony,2.0
23832,7944,society,
23833,7945,bath,2.0
23834,7945,balcony,2.0
23835,7945,society,NCensun
23836,7946,bath,4.0
23837,7946,balcony,3.0
23838,7946,society,
23839,7947,bath,3.0
23840,7947,balcony,3.0
23841,7947,society,Ocavees
23842,7948,bath,3.0
23843,7948,balcony,
23844,7948,society,
23845,7949,bath,2.0
23846,7949,balcony,1.0
23847,7949,society,Prarkun
23848,7950,bath,2.0
23849,7950,balcony,2.0
23850,7950,society,Silusti
23851,7951,bath,3.0
23852,7951,balcony,2.0
23853,7951,society,Raard B
23854,7952,bath,2.0
23855,7952,balcony,2.0
23856,7952,society,
23857,7953,bath,3.0
23858,7953,balcony,2.0
23859,7953,society,SNontle
23860,7954,bath,3.0
23861,7954,balcony,2.0
23862,7954,society,
23863,7955,bath,3.0
23864,7955,balcony,1.0
23865,7955,society,
23866,7956,bath,3.0
23867,7956,balcony,2.0
23868,7956,society,
23869,7957,bath,2.0
23870,7957,balcony,1.0
23871,7957,society,SNity S
23872,7958,bath,2.0
23873,7958,balcony,1.0
23874,7958,society,
23875,7959,bath,2.0
23876,7959,balcony,3.0
23877,7959,society,JaniaGa
23878,7960,bath,2.0
23879,7960,balcony,1.0
23880,7960,society,
23881,7961,bath,2.0
23882,7961,balcony,1.0
23883,7961,society,Prityel
23884,7962,bath,4.0
23885,7962,balcony,3.0
23886,7962,society,
23887,7963,bath,6.0
23888,7963,balcony,0.0
23889,7963,society,Prldsum
23890,7964,bath,2.0
23891,7964,balcony,1.0
23892,7964,society,
23893,7965,bath,2.0
23894,7965,balcony,1.0
23895,7965,society,Prcesvy
23896,7966,bath,2.0
23897,7966,balcony,2.0
23898,7966,society,Akncyes
23899,7967,bath,3.0
23900,7967,balcony,
23901,7967,society,
23902,7968,bath,3.0
23903,7968,balcony,2.0
23904,7968,society,OriewLa
23905,7969,bath,3.0
23906,7969,balcony,1.0
23907,7969,society,Asncywo
23908,7970,bath,3.0
23909,7970,balcony,2.0
23910,7970,society,Sodgere
23911,7971,bath,3.0
23912,7971,balcony,
23913,7971,society,
23914,7972,bath,3.0
23915,7972,balcony,0.0
23916,7972,society,Puwerun
23917,7973,bath,5.0
23918,7973,balcony,
23919,7973,society,Cruran 
23920,7974,bath,2.0
23921,7974,balcony,0.0
23922,7974,society,
23923,7975,bath,2.0
23924,7975,balcony,1.0
23925,7975,society,HMonymp
23926,7976,bath,2.0
23927,7976,balcony,2.0
23928,7976,society,Haows M
23929,7977,bath,4.0
23930,7977,balcony,1.0
23931,7977,society,
23932,7978,bath,2.0
23933,7978,balcony,1.0
23934,7978,society,
23935,7979,bath,1.0
23936,7979,balcony,0.0
23937,7979,society,Sidin J
23938,7980,bath,12.0
23939,7980,balcony,
23940,7980,society,
23941,7981,bath,7.0
23942,7981,balcony,3.0
23943,7981,society,
23944,7982,bath,2.0
23945,7982,balcony,1.0
23946,7982,society,Srers T
23947,7983,bath,2.0
23948,7983,balcony,1.0
23949,7983,society,Chtali 
23950,7984,bath,2.0
23951,7984,balcony,3.0
23952,7984,society,Itvir M
23953,7985,bath,5.0
23954,7985,balcony,
23955,7985,society,Adeatlm
23956,7986,bath,2.0
23957,7986,balcony,1.0
23958,7986,society,
23959,7987,bath,4.0
23960,7987,balcony,3.0
23961,7987,society,
23962,7988,bath,2.0
23963,7988,balcony,2.0
23964,7988,society,Myace P
23965,7989,bath,2.0
23966,7989,balcony,2.0
23967,7989,society,
23968,7990,bath,4.0
23969,7990,balcony,2.0
23970,7990,society,SoechHa
23971,7991,bath,3.0
23972,7991,balcony,1.0
23973,7991,society,Sungspr
23974,7992,bath,2.0
23975,7992,balcony,2.0
23976,7992,society,Amsomun
23977,7993,bath,2.0
23978,7993,balcony,1.0
23979,7993,society,
23980,7994,bath,7.0
23981,7994,balcony,3.0
23982,7994,society,
23983,7995,bath,1.0
23984,7995,balcony,1.0
23985,7995,society,
23986,7996,bath,3.0
23987,7996,balcony,2.0
23988,7996,society,
23989,7997,bath,2.0
23990,7997,balcony,1.0
23991,7997,society,
23992,7998,bath,3.0
23993,7998,balcony,1.0
23994,7998,society,
23995,7999,bath,2.0
23996,7999,balcony,2.0
23997,7999,society,
23998,8000,bath,3.0
23999,8000,balcony,2.0
24000,8000,society,
24001,8001,bath,3.0
24002,8001,balcony,3.0
24003,8001,society,R ra  R
24004,8002,bath,2.0
24005,8002,balcony,2.0
24006,8002,society,Saalpas
24007,8003,bath,4.0
24008,8003,balcony,2.0
24009,8003,society,
24010,8004,bath,2.0
24011,8004,balcony,2.0
24012,8004,society,
24013,8005,bath,6.0
24014,8005,balcony,
24015,8005,society,Maana E
24016,8006,bath,6.0
24017,8006,balcony,3.0
24018,8006,society,
24019,8007,bath,4.0
24020,8007,balcony,1.0
24021,8007,society,
24022,8008,bath,3.0
24023,8008,balcony,2.0
24024,8008,society,CoinoCu
24025,8009,bath,4.0
24026,8009,balcony,3.0
24027,8009,society,
24028,8010,bath,3.0
24029,8010,balcony,2.0
24030,8010,society,
24031,8011,bath,2.0
24032,8011,balcony,1.0
24033,8011,society,DSvar S
24034,8012,bath,3.0
24035,8012,balcony,1.0
24036,8012,society,Saenett
24037,8013,bath,2.0
24038,8013,balcony,2.0
24039,8013,society,
24040,8014,bath,3.0
24041,8014,balcony,2.0
24042,8014,society,Saitya 
24043,8015,bath,3.0
24044,8015,balcony,3.0
24045,8015,society,
24046,8016,bath,3.0
24047,8016,balcony,0.0
24048,8016,society,Somumys
24049,8017,bath,5.0
24050,8017,balcony,1.0
24051,8017,society,
24052,8018,bath,2.0
24053,8018,balcony,1.0
24054,8018,society,
24055,8019,bath,4.0
24056,8019,balcony,0.0
24057,8019,society,Unuil T
24058,8020,bath,2.0
24059,8020,balcony,1.0
24060,8020,society,Neisei 
24061,8021,bath,
24062,8021,balcony,
24063,8021,society,SoineC 
24064,8022,bath,6.0
24065,8022,balcony,
24066,8022,society,
24067,8023,bath,2.0
24068,8023,balcony,2.0
24069,8023,society,SaodySa
24070,8024,bath,4.0
24071,8024,balcony,0.0
24072,8024,society,Pardst 
24073,8025,bath,2.0
24074,8025,balcony,1.0
24075,8025,society,Concyvi
24076,8026,bath,4.0
24077,8026,balcony,2.0
24078,8026,society,
24079,8027,bath,2.0
24080,8027,balcony,1.0
24081,8027,society,Prityel
24082,8028,bath,1.0
24083,8028,balcony,2.0
24084,8028,society,
24085,8029,bath,1.0
24086,8029,balcony,1.0
24087,8029,society,Shntie 
24088,8030,bath,2.0
24089,8030,balcony,1.0
24090,8030,society,Prityel
24091,8031,bath,6.0
24092,8031,balcony,3.0
24093,8031,society,
24094,8032,bath,4.0
24095,8032,balcony,1.0
24096,8032,society,
24097,8033,bath,2.0
24098,8033,balcony,1.0
24099,8033,society,
24100,8034,bath,4.0
24101,8034,balcony,2.0
24102,8034,society,Prtanha
24103,8035,bath,3.0
24104,8035,balcony,3.0
24105,8035,society,Sodgere
24106,8036,bath,3.0
24107,8036,balcony,2.0
24108,8036,society,
24109,8037,bath,1.0
24110,8037,balcony,2.0
24111,8037,society,Bhmesy 
24112,8038,bath,2.0
24113,8038,balcony,2.0
24114,8038,society,
24115,8039,bath,4.0
24116,8039,balcony,2.0
24117,8039,society,Prtanha
24118,8040,bath,3.0
24119,8040,balcony,1.0
24120,8040,society,
24121,8041,bath,2.0
24122,8041,balcony,1.0
24123,8041,society,KPiteEl
24124,8042,bath,2.0
24125,8042,balcony,1.0
24126,8042,society,ViistLa
24127,8043,bath,2.0
24128,8043,balcony,1.0
24129,8043,society,GMown E
24130,8044,bath,2.0
24131,8044,balcony,2.0
24132,8044,society,
24133,8045,bath,2.0
24134,8045,balcony,2.0
24135,8045,society,Srshq T
24136,8046,bath,2.0
24137,8046,balcony,3.0
24138,8046,society,Niara S
24139,8047,bath,3.0
24140,8047,balcony,2.0
24141,8047,society,MNnia E
24142,8048,bath,2.0
24143,8048,balcony,3.0
24144,8048,society,Inulat 
24145,8049,bath,2.0
24146,8049,balcony,2.0
24147,8049,society,
24148,8050,bath,2.0
24149,8050,balcony,2.0
24150,8050,society,DSnjh S
24151,8051,bath,9.0
24152,8051,balcony,3.0
24153,8051,society,
24154,8052,bath,1.0
24155,8052,balcony,1.0
24156,8052,society,
24157,8053,bath,2.0
24158,8053,balcony,1.0
24159,8053,society,Avine A
24160,8054,bath,2.0
24161,8054,balcony,2.0
24162,8054,society,SLnssPr
24163,8055,bath,3.0
24164,8055,balcony,2.0
24165,8055,society,Anensva
24166,8056,bath,2.0
24167,8056,balcony,2.0
24168,8056,society,PrityTr
24169,8057,bath,
24170,8057,balcony,
24171,8057,society,BrdgeNo
24172,8058,bath,4.0
24173,8058,balcony,2.0
24174,8058,society,LGlarAs
24175,8059,bath,2.0
24176,8059,balcony,2.0
24177,8059,society,
24178,8060,bath,3.0
24179,8060,balcony,2.0
24180,8060,society,Soiniy 
24181,8061,bath,1.0
24182,8061,balcony,1.0
24183,8061,society,
